scenario,seq_len,ground_truth,answer,lpips
scene_13697,8,"(4, 5)","2,3",0.131305
scene_11970,7,"(0, 1)","1,6",0.028346
scene_10416,6,"(1, 2)","1,5",0.036649
scene_14254,8,"(3, 4)","1,6",0.255235
scene_10479,7,"(4, 5)","1,2",0.064809
scene_14718,8,"(5, 6)","2,3",0.082604
scene_14744,7,"(3, 4)","1,2",0.137136
scene_10652,7,"(2, 3)","2,3",0.136188
scene_10669,7,"(1, 2)","2,3",0.156706
scene_12877,8,"(4, 5)","2,3",0.143922
scene_12858,6,"(3, 4)","1,2",0.244385
scene_10535,8,"(5, 6)","3,4",0.057348
scene_11240,8,"(6, 7)","2,3",0.086875
scene_12925,8,"(3, 4)","2,3",0.261733
scene_13815,8,"(0, 1)","2,3",0.048271
scene_13644,8,"(3, 4)","1,2",0.144725
scene_12923,8,"(2, 3)","1,8",0.153254
scene_11163,7,"(3, 4)","2,3",0.112941
scene_12481,8,"(2, 3)","3,4",0.160968
scene_10808,6,"(2, 3)","1,2",0.126324
scene_10273,8,"(5, 6)","2,3",0.078203
scene_14459,7,"(0, 1)","1,2",0.060404
scene_12971,8,"(6, 7)","2,3",0.093500
scene_12535,8,"(1, 2)","2,3",0.165932
scene_11723,8,"(2, 3)","3,4",0.125349
scene_11540,7,"(3, 4)","1,2",0.060020
scene_12459,8,"(5, 6)","1,2",0.196060
scene_10846,8,"(3, 4)","2,3",0.172416
scene_11065,8,"(2, 3)","1,2",0.260909
scene_14390,8,"(5, 6)","3,4",0.125248
scene_13031,8,"(3, 4)","3,4",0.117978
scene_12410,8,"(6, 7)","2,3",0.060752
scene_12095,8,"(6, 7)","2,3",0.157144
scene_13148,8,"(4, 5)","2,3",0.167335
scene_10122,7,"(0, 1)","2,3",0.030266
scene_11947,8,"(3, 4)","2,3",0.172713
scene_10860,6,"(0, 1)","1,2",0.020821
scene_10488,8,"(2, 3)","1,2",0.241594
scene_14049,8,"(2, 3)","2,3",0.163713
scene_12020,7,"(2, 3)","2,3",0.290038
scene_10212,7,"(0, 1)","2,3",0.029965
scene_10630,8,"(6, 7)","6,7",0.114563
scene_13165,8,"(3, 4)","2,3",0.135831
scene_12062,8,"(6, 7)","2,3",0.124935
scene_14607,7,"(4, 5)","2,3",0.106175
scene_14484,7,"(0, 1)","1,2",0.043470
scene_12567,8,"(5, 6)","1,8",0.189246
scene_11110,6,"(4, 5)","2,3",0.108404
scene_14765,7,"(3, 4)","2,3",0.210681
scene_12156,8,"(3, 4)","1,2",0.166543
scene_14993,7,"(0, 1)","2,3",0.244465
scene_11988,6,"(1, 2)","2,3",0.071497
scene_13527,7,"(4, 5)","2,3",0.072594
scene_12874,7,"(2, 3)","2,3",0.160193
scene_12082,6,"(4, 5)","1,6",0.062881
scene_11993,8,"(6, 7)","2,3",0.116473
scene_11011,7,"(3, 4)","3,4",0.157355
scene_14947,8,"(5, 6)","2,3",0.060602
scene_10755,7,"(3, 4)","2,3",0.134275
scene_13859,8,"(6, 7)","2,3",0.101315
scene_13672,8,"(0, 1)","2,3",0.049375
scene_14376,7,"(1, 2)","2,3",0.053794
scene_13529,8,"(2, 3)","1,2",0.187370
scene_14252,7,"(4, 5)","1,2",0.049276
scene_12511,7,"(1, 2)","1,2",0.118273
scene_11549,8,"(2, 3)","2,3",0.168937
scene_11467,7,"(3, 4)","2,3",0.154145
scene_13604,7,"(5, 6)","2,3",0.253187
scene_11270,8,"(3, 4)","2,3",0.282489
scene_12741,8,"(0, 1)","2,3",0.137760
scene_14101,8,"(0, 1)","1,2",0.044757
scene_10637,8,"(5, 6)","2,3",0.101222
scene_10579,8,"(4, 5)","1,2",0.244260
scene_10953,8,"(6, 7)","3,4",0.117854
scene_11923,7,"(1, 2)","2,3",0.061798
scene_10822,7,"(5, 6)","2,3",0.040067
scene_13489,7,"(1, 2)","2,3",0.083927
scene_14894,7,"(2, 3)","1,7",0.205925
scene_10458,7,"(4, 5)","3,4",0.178811
scene_10367,6,"(0, 1)","2,3",0.074721
scene_12847,8,"(4, 5)","2,3",0.215203
scene_11029,7,"(3, 4)","2,3",0.108303
scene_11698,7,"(0, 1)","2,3",0.044308
scene_12483,8,"(1, 2)","1,2",0.138074
scene_12979,7,"(0, 1)","2,3",0.042506
scene_12580,5,"(3, 4)","1,4",0.042763
scene_13796,8,"(0, 1)","2,3",0.068434
scene_12924,8,"(5, 6)","2,3",0.122168
scene_10853,7,"(1, 2)","2,3",0.136446
scene_13024,7,"(3, 4)","2,3",0.201165
scene_11571,8,"(5, 6)","1,2",0.129091
scene_14456,7,"(2, 3)","2,3",0.191176
scene_10859,8,"(4, 5)","2,3",0.082434
scene_11133,8,"(5, 6)","2,3",0.104528
scene_10072,8,"(2, 3)","1,2",0.170530
scene_13081,7,"(3, 4)","1,6",0.156477
scene_12931,7,"(3, 4)","1,2",0.129255
scene_14426,8,"(3, 4)","2,3",0.163697
scene_13588,8,"(1, 2)","2,6",0.160077
scene_13133,7,"(3, 4)","2,3",0.198208
scene_13490,8,"(4, 5)","2,8",0.110321
scene_13365,8,"(1, 2)","1,2",0.204180
scene_11840,6,"(3, 4)","1,2",0.069005
scene_11870,7,"(1, 2)","2,3",0.077722
scene_12760,7,"(4, 5)","3,4",0.152062
scene_12364,7,"(4, 5)","1,2",0.089215
scene_13817,8,"(5, 6)","2,3",0.179602
scene_12258,8,"(1, 2)","2,3",0.079388
scene_14727,7,"(0, 1)","3,4",0.021913
scene_12796,8,"(2, 3)","2,3",0.229016
scene_10523,7,"(3, 4)","2,3",0.075426
scene_13383,8,"(2, 3)","1,2",0.110771
scene_12910,6,"(4, 5)","2,3",0.038915
scene_11356,8,"(2, 3)","3,4",0.084467
scene_13458,8,"(6, 7)","1,2",0.091388
scene_11390,7,"(0, 1)","2,3",0.056243
scene_10113,7,"(2, 3)","1,2",0.199465
scene_12541,8,"(5, 6)","3,4",0.349742
scene_13648,8,"(2, 3)","2,3",0.094773
scene_14604,7,"(4, 5)","2,3",0.174947
scene_13291,7,"(4, 5)","1,2",0.048038
scene_12381,8,"(5, 6)","3,4",0.087445
scene_13627,7,"(3, 4)","2,3",0.097005
scene_13077,8,"(6, 7)","2,3",0.124051
scene_14218,7,"(1, 2)","2,3",0.197969
scene_10130,8,"(3, 4)","1,2",0.176086
scene_14446,7,"(4, 5)","2,3",0.098053
scene_10558,7,"(3, 4)","2,3",0.134441
scene_11420,8,"(2, 3)","3,4",0.222841
scene_10687,8,"(2, 3)","4,5",0.075285
scene_13690,7,"(4, 5)","2,3",0.079391
scene_11719,7,"(4, 5)","2,3",0.169355
scene_12274,8,"(3, 4)","2,3",0.169663
scene_11577,8,"(3, 4)","2,3",0.101237
scene_13170,8,"(2, 3)","1,2",0.093768
scene_13603,8,"(6, 7)","1,2",0.237310
scene_10531,8,"(1, 2)","2,3",0.147831
scene_11060,7,"(5, 6)","2,3",0.073234
scene_12215,8,"(1, 2)","1,2",0.098674
scene_13354,8,"(4, 5)","2,3",0.148652
scene_12441,8,"(3, 4)","1,2",0.146255
scene_13715,7,"(1, 2)","1,2",0.114090
scene_10023,7,"(3, 4)","2,3",0.242283
scene_14303,7,"(0, 1)","2,3",0.006401
scene_13914,7,"(2, 3)","3,4",0.063138
scene_14987,8,"(5, 6)","2,3",0.124781
scene_14403,7,"(3, 4)","2,3",0.103913
scene_13550,8,"(5, 6)","2,3",0.133722
scene_14489,8,"(6, 7)","2,3",0.212960
scene_13788,8,"(3, 4)","2,3",0.116533
scene_14356,7,"(3, 4)","2,3",0.181959
scene_10929,8,"(5, 6)","2,3",0.155034
scene_12400,8,"(6, 7)","1,2",0.059647
scene_14137,7,"(5, 6)","2,3",0.147252
scene_10176,8,"(1, 2)","2,3",0.096495
scene_13567,8,"(3, 4)","2,3",0.205387
scene_13518,7,"(0, 1)","2,3",0.001372
scene_13336,7,"(1, 2)","2,3",0.091217
scene_12166,8,"(4, 5)","2,3",0.232861
scene_14112,7,"(4, 5)","2,3",0.055751
scene_10135,8,"(2, 3)","2,3",0.302800
scene_12222,7,"(0, 1)","2,3",0.023174
scene_14512,8,"(6, 7)","1,2",0.127833
scene_11300,8,"(6, 7)","2,3",0.150187
scene_12997,7,"(3, 4)","2,3",0.291220
scene_10801,8,"(0, 1)","2,3",0.090020
scene_10670,7,"(4, 5)","1,2",0.286733
scene_12463,8,"(3, 4)","2,3",0.079937
scene_13411,8,"(0, 1)","1,2",0.120804
scene_14656,7,"(5, 6)","2,3",0.110414
scene_11048,7,"(1, 2)","2,3",0.134862
scene_13958,8,"(3, 4)","1,2",0.115632
scene_13198,8,"(6, 7)","2,3",0.099831
scene_12993,8,"(5, 6)","2,3",0.097328
scene_13006,7,"(1, 2)","2,3",0.164233
scene_13374,8,"(0, 1)","2,3",0.076190
scene_11431,8,"(3, 4)","3,4",0.195919
scene_11973,8,"(6, 7)","2,3",0.181786
scene_11099,6,"(2, 3)","2,3",0.062701
scene_11780,7,"(2, 3)","1,2",0.166090
scene_11494,7,"(4, 5)","1,2",0.193800
scene_12851,8,"(5, 6)","2,3",0.113810
scene_12230,8,"(3, 4)","2,3",0.114258
scene_10851,8,"(5, 6)","2,3",0.137022
scene_12798,7,"(0, 1)","2,3",0.196575
scene_12895,6,"(2, 3)","3,4",0.077312
scene_12288,6,"(4, 5)","1,2",0.059378
scene_14307,8,"(3, 4)","4,5",0.163215
scene_13887,7,"(2, 3)","2,3",0.067717
scene_10123,8,"(5, 6)","2,3",0.147970
scene_10081,8,"(5, 6)","2,3",0.088744
scene_10442,7,"(3, 4)","2,3",0.182014
scene_13184,7,"(4, 5)","2,3",0.131095
scene_10028,8,"(0, 1)","2,3",0.150452
scene_12515,7,"(4, 5)","2,3",0.132058
scene_14217,8,"(0, 1)","1,2",0.162893
scene_10034,7,"(1, 2)","2,3",0.119429
scene_14563,7,"(5, 6)","3,4",0.089927
scene_12437,7,"(5, 6)","2,3",0.136777
scene_11731,6,"(2, 3)","1,2",0.062580
scene_13339,6,"(1, 2)","1,2",0.176482
scene_14191,8,"(5, 6)","2,3",0.057135
scene_10862,8,"(0, 1)","2,3",0.053569
scene_11165,8,"(3, 4)","4,5",0.087341
scene_14961,7,"(0, 1)","1,2",0.040593
scene_11461,8,"(6, 7)","2,3",0.124663
scene_10649,8,"(5, 6)","2,6",0.104658
scene_12187,6,"(0, 1)","2,3",0.001001
scene_10024,7,"(3, 4)","3,4",0.066019
scene_11082,8,"(1, 2)","1,2",0.230348
scene_11459,7,"(5, 6)","2,3",0.044773
scene_12566,7,"(2, 3)","1,2",0.204364
scene_11882,8,"(0, 1)","2,3",0.148270
scene_11024,7,"(0, 1)","2,3",0.045628
scene_14820,8,"(2, 3)","2,3",0.204480
scene_13319,8,"(6, 7)","2,3",0.222781
scene_10791,5,"(0, 1)","3,4",0.023383
scene_12138,8,"(2, 3)","2,3",0.145776
scene_10491,8,"(2, 3)","2,3",0.079773
scene_10111,7,"(2, 3)","1,2",0.145133
scene_14322,8,"(3, 4)","2,3",0.192553
scene_11833,8,"(1, 2)","2,3",0.070903
scene_14760,6,"(1, 2)","2,3",0.081129
scene_10387,7,"(4, 5)","2,3",0.059670
scene_11044,7,"(3, 4)","2,3",0.062634
scene_14256,7,"(4, 5)","1,2",0.129864
scene_11061,8,"(5, 6)","2,3",0.078314
scene_12953,7,"(1, 2)","2,3",0.117425
scene_13905,8,"(1, 2)","1,7",0.195642
scene_12219,7,"(1, 2)","2,3",0.088764
scene_10054,8,"(0, 1)","2,3",0.140607
scene_14221,8,"(4, 5)","1,6",0.163035
scene_11245,8,"(6, 7)","2,3",0.074959
scene_12133,8,"(3, 4)","2,3",0.233167
scene_12284,8,"(4, 5)","2,3",0.120917
scene_14978,7,"(5, 6)","3,4",0.170426
scene_13654,8,"(1, 2)","2,3",0.175060
scene_14739,7,"(3, 4)","2,3",0.151340
scene_11321,7,"(4, 5)","2,3",0.183551
scene_11579,7,"(1, 2)","2,3",0.327677
scene_10508,8,"(1, 2)","2,3",0.208558
scene_11466,8,"(3, 4)","2,3",0.201418
scene_14974,8,"(5, 6)","1,2",0.229746
scene_13659,7,"(2, 3)","2,3",0.128799
scene_14186,8,"(3, 4)","2,3",0.118880
scene_14058,8,"(2, 3)","2,3",0.109037
scene_14499,7,"(5, 6)","3,4",0.095255
scene_14276,8,"(0, 1)","2,3",0.104406
scene_10286,7,"(3, 4)","2,3",0.063904
scene_10205,7,"(2, 3)","2,3",0.248437
scene_14108,8,"(5, 6)","2,3",0.106543
scene_14155,7,"(4, 5)","2,3",0.116796
scene_14869,8,"(1, 2)","2,3",0.100246
scene_14167,8,"(0, 1)","2,3",0.062202
scene_11604,7,"(3, 4)","1,2",0.195427
scene_10844,8,"(2, 3)","2,3",0.115595
scene_10310,7,"(4, 5)","2,3",0.153938
scene_14236,7,"(2, 3)","2,3",0.073123
scene_12061,7,"(5, 6)","2,3",0.078134
scene_13430,8,"(3, 4)","1,2",0.172597
scene_14323,7,"(5, 6)","3,4",0.213243
scene_14892,8,"(2, 3)","1,2",0.120247
scene_11502,7,"(3, 4)","1,2",0.271844
scene_11608,7,"(2, 3)","1,2",0.150391
scene_14745,7,"(1, 2)","2,3",0.075024
scene_11869,8,"(3, 4)","2,3",0.102557
scene_13681,8,"(6, 7)","2,3",0.164638
scene_10140,8,"(3, 4)","1,8",0.155387
scene_10292,8,"(0, 1)","2,3",0.062542
scene_11799,8,"(1, 2)","3,4",0.184782
scene_14329,8,"(3, 4)","1,2",0.115028
scene_10272,7,"(4, 5)","1,2",0.080708
scene_10784,7,"(2, 3)","1,2",0.130170
scene_14274,7,"(4, 5)","1,2",0.095678
scene_13084,8,"(2, 3)","2,3",0.140364
scene_10753,8,"(5, 6)","1,2",0.162226
scene_13071,8,"(2, 3)","2,3",0.317323
scene_14764,8,"(0, 1)","2,3",0.149345
scene_13846,7,"(5, 6)","2,3",0.111623
scene_10182,8,"(3, 4)","1,2",0.205817
scene_10785,7,"(2, 3)","2,3",0.240854
scene_13616,6,"(0, 1)","1,5",0.030199
scene_10145,7,"(4, 5)","2,3",0.038964
scene_10979,8,"(6, 7)","2,3",0.183731
scene_11503,7,"(5, 6)","2,3",0.084482
scene_11422,8,"(6, 7)","2,5",0.120534
scene_14360,7,"(5, 6)","1,2",0.140753
scene_12830,8,"(0, 1)","1,2",0.048785
scene_12206,8,"(4, 5)","2,3",0.080999
scene_13049,7,"(5, 6)","2,3",0.218149
scene_10016,8,"(3, 4)","1,2",0.079118
scene_13190,8,"(6, 7)","2,3",0.074623
scene_10912,8,"(2, 3)","2,3",0.124092
scene_11393,7,"(1, 2)","2,3",0.115499
scene_11064,8,"(4, 5)","1,2",0.178926
scene_10464,8,"(6, 7)","2,3",0.057995
scene_11216,8,"(2, 3)","2,3",0.220621
scene_11878,8,"(1, 2)","1,2",0.108465
scene_12914,8,"(5, 6)","2,3",0.075708
scene_13072,8,"(1, 2)","2,3",0.260445
scene_10438,8,"(4, 5)","1,2",0.145336
scene_10002,7,"(2, 3)","2,3",0.264194
scene_10194,7,"(5, 6)","2,3",0.077705
scene_14952,8,"(6, 7)","2,3",0.075568
scene_13169,7,"(5, 6)","1,4",0.099683
scene_11343,8,"(6, 7)","1,2",0.187254
scene_12409,7,"(5, 6)","2,3",0.274908
scene_14733,7,"(5, 6)","2,3",0.127220
scene_13237,7,"(1, 2)","1,4",0.062450
scene_14602,8,"(5, 6)","3,4",0.135368
scene_12205,8,"(0, 1)","2,3",0.256696
scene_10812,8,"(5, 6)","1,2",0.077797
scene_14090,7,"(5, 6)","2,3",0.126452
scene_12122,8,"(0, 1)","4,5",0.086651
scene_13487,8,"(2, 3)","2,3",0.107645
scene_13303,7,"(3, 4)","1,2",0.271466
scene_10762,7,"(0, 1)","2,3",0.026130
scene_12775,8,"(4, 5)","2,3",0.119229
scene_14267,8,"(2, 3)","3,4",0.122040
scene_13207,8,"(5, 6)","2,3",0.144897
scene_11341,7,"(1, 2)","2,3",0.244244
scene_10191,8,"(0, 1)","3,4",0.055918
scene_13745,8,"(2, 3)","2,3",0.309087
scene_14712,8,"(2, 3)","2,3",0.117669
scene_14219,6,"(3, 4)","2,3",0.167487
scene_14559,7,"(1, 2)","2,3",0.120878
scene_10270,7,"(1, 2)","1,2",0.150242
scene_12275,7,"(1, 2)","1,7",0.092598
scene_13195,8,"(6, 7)","2,3",0.082444
scene_13687,8,"(4, 5)","2,3",0.083797
scene_10001,8,"(2, 3)","2,3",0.149343
scene_13038,8,"(4, 5)","2,3",0.259166
scene_11633,7,"(4, 5)","2,3",0.260415
scene_12139,8,"(2, 3)","2,3",0.220704
scene_12426,6,"(1, 2)","1,2",0.089919
scene_12684,7,"(2, 3)","2,3",0.123297
scene_12116,8,"(6, 7)","2,3",0.130372
scene_13410,8,"(3, 4)","2,3",0.096381
scene_13477,8,"(6, 7)","1,2",0.079335
scene_14171,7,"(2, 3)","2,3",0.117078
scene_10099,8,"(5, 6)","2,3",0.081939
scene_11398,7,"(2, 3)","2,3",0.168813
scene_13397,8,"(6, 7)","2,3",0.085328
scene_12472,8,"(0, 1)","2,3",0.054142
scene_14685,6,"(3, 4)","2,3",0.084085
scene_14226,8,"(0, 1)","2,3",0.084933
scene_12551,8,"(1, 2)","3,4",0.183071
scene_13900,7,"(1, 2)","1,2",0.121773
scene_10692,8,"(6, 7)","2,3",0.066073
scene_14802,7,"(5, 6)","3,4",0.111506
scene_10662,7,"(5, 6)","2,3",0.139661
scene_12014,8,"(5, 6)","1,2",0.049247
scene_11676,6,"(3, 4)","1,5",0.062050
scene_13389,8,"(6, 7)","2,3",0.130326
scene_11770,7,"(4, 5)","2,3",0.220871
scene_13666,7,"(2, 3)","2,3",0.070462
scene_10815,8,"(0, 1)","3,4",0.080085
scene_11898,8,"(6, 7)","2,3",0.079998
scene_12011,8,"(3, 4)","2,3",0.181960
scene_10734,7,"(0, 1)","3,4",0.061230
scene_14139,8,"(2, 3)","2,3",0.177425
scene_11361,7,"(4, 5)","2,3",0.089630
scene_11301,8,"(0, 1)","2,3",0.149826
scene_14385,8,"(3, 4)","2,3",0.098315
scene_11497,6,"(2, 3)","2,3",0.098201
scene_11555,8,"(5, 6)","2,3",0.146036
scene_12913,8,"(5, 6)","2,3",0.112127
scene_10005,8,"(5, 6)","2,3",0.063769
scene_11192,8,"(2, 3)","1,2",0.191085
scene_14690,7,"(4, 5)","2,3",0.133538
scene_11000,8,"(3, 4)","2,3",0.175382
scene_14361,8,"(6, 7)","1,2",0.078357
scene_10756,7,"(5, 6)","2,3",0.166032
scene_11423,7,"(2, 3)","2,3",0.131699
scene_14945,7,"(0, 1)","1,2",0.026490
scene_13108,7,"(5, 6)","2,3",0.090449
scene_11056,7,"(1, 2)","2,3",0.121681
scene_12996,8,"(3, 4)","2,3",0.129757
scene_14497,8,"(0, 1)","2,3",0.102681
scene_14098,8,"(4, 5)","5,6",0.152058
scene_13920,8,"(4, 5)","2,3",0.116443
scene_12134,7,"(2, 3)","1,2",0.153030
scene_10769,7,"(4, 5)","1,2",0.077015
scene_12105,6,"(1, 2)","3,4",0.047055
scene_14033,7,"(5, 6)","1,6",0.060151
scene_12016,7,"(0, 1)","1,2",0.045754
scene_13113,7,"(5, 6)","1,2",0.136653
scene_14785,7,"(3, 4)","2,3",0.158983
scene_10291,8,"(5, 6)","2,3",0.083292
scene_13802,8,"(2, 3)","3,4",0.223308
scene_11945,8,"(5, 6)","1,6",0.144528
scene_11385,7,"(3, 4)","1,2",0.110513
scene_14302,7,"(0, 1)","1,2",0.030929
scene_12085,8,"(1, 2)","1,8",0.101735
scene_10660,5,"(0, 1)","1,2",0.001058
scene_11457,7,"(0, 1)","1,2",0.033152
scene_14224,7,"(2, 3)","1,2",0.156013
scene_10512,8,"(3, 4)","2,3",0.161360
scene_10271,7,"(0, 1)","2,3",0.011436
scene_13507,8,"(0, 1)","3,4",0.215669
scene_10259,8,"(1, 2)","2,3",0.097608
scene_14115,8,"(4, 5)","2,3",0.189794
scene_10568,7,"(1, 2)","1,2",0.061967
scene_14933,8,"(3, 4)","3,4",0.056688
scene_14624,7,"(3, 4)","1,2",0.052151
scene_14154,8,"(2, 3)","1,2",0.154273
scene_13470,8,"(5, 6)","1,2",0.113758
scene_13082,8,"(5, 6)","1,2",0.081947
scene_14105,6,"(4, 5)","2,3",0.075682
scene_13557,8,"(3, 4)","2,3",0.081033
scene_13386,7,"(4, 5)","1,5",0.157558
scene_11644,7,"(5, 6)","2,3",0.104096
scene_14035,7,"(5, 6)","2,3",0.221069
scene_12536,8,"(1, 2)","2,3",0.223534
scene_14476,8,"(3, 4)","6,7",0.173101
scene_10663,7,"(5, 6)","2,3",0.103345
scene_11655,7,"(0, 1)","1,5",0.039015
scene_11104,7,"(3, 4)","2,3",0.182952
scene_14908,7,"(4, 5)","2,3",0.080726
scene_12444,7,"(3, 4)","1,2",0.122008
scene_11091,8,"(2, 3)","2,3",0.259063
scene_12763,7,"(0, 1)","2,3",0.039870
scene_13130,7,"(5, 6)","3,4",0.067040
scene_13212,8,"(2, 3)","2,6",0.136198
scene_11952,7,"(1, 2)","2,3",0.065676
scene_11821,8,"(3, 4)","1,2",0.152938
scene_13520,6,"(3, 4)","1,2",0.039788
scene_14131,8,"(1, 2)","2,3",0.255106
scene_10339,8,"(6, 7)","2,3",0.063053
scene_12527,6,"(2, 3)","2,3",0.101348
scene_14867,8,"(0, 1)","2,3",0.124367
scene_11250,8,"(5, 6)","2,3",0.063325
scene_14392,8,"(2, 3)","1,2",0.141219
scene_14673,8,"(4, 5)","1,2",0.122071
scene_12358,7,"(5, 6)","1,2",0.163098
scene_11205,8,"(2, 3)","1,2",0.119935
scene_11775,8,"(0, 1)","2,3",0.201297
scene_13772,7,"(3, 4)","1,2",0.170128
scene_13152,8,"(2, 3)","1,2",0.164833
scene_11589,8,"(1, 2)","2,3",0.212100
scene_12178,6,"(0, 1)","2,3",0.014881
scene_10900,7,"(3, 4)","2,3",0.138828
scene_13032,7,"(0, 1)","2,3",0.001115
scene_14007,8,"(5, 6)","2,3",0.152670
scene_14790,7,"(1, 2)","1,2",0.080989
scene_12894,8,"(5, 6)","1,2",0.129114
scene_13324,8,"(5, 6)","1,2",0.145713
scene_14663,6,"(4, 5)","1,2",0.071040
scene_13826,8,"(0, 1)","1,2",0.239967
scene_13294,7,"(0, 1)","2,3",0.000971
scene_13873,8,"(6, 7)","1,2",0.079637
scene_14846,6,"(2, 3)","1,2",0.077945
scene_12674,7,"(1, 2)","1,2",0.107652
scene_10871,7,"(1, 2)","2,3",0.157958
scene_13420,7,"(4, 5)","2,3",0.130049
scene_13466,8,"(1, 2)","2,3",0.129246
scene_13449,8,"(0, 1)","2,3",0.081063
scene_12428,7,"(4, 5)","2,3",0.103738
scene_14858,8,"(1, 2)","1,2",0.099496
scene_13399,8,"(4, 5)","2,3",0.151071
scene_11550,7,"(1, 2)","2,3",0.069309
scene_12113,6,"(1, 2)","2,3",0.175673
scene_10752,8,"(2, 3)","1,8",0.125319
scene_13762,8,"(6, 7)","2,3",0.144862
scene_11588,7,"(1, 2)","1,2",0.099706
scene_12681,8,"(6, 7)","2,3",0.152374
scene_14088,8,"(4, 5)","2,3",0.126587
scene_14457,7,"(0, 1)","3,4",0.204167
scene_12297,7,"(2, 3)","2,3",0.112673
scene_13827,8,"(6, 7)","2,3",0.147484
scene_14577,6,"(1, 2)","2,3",0.079304
scene_14508,8,"(1, 2)","1,8",0.179375
scene_12911,8,"(4, 5)","2,3",0.225099
scene_12666,7,"(2, 3)","1,6",0.050587
scene_13718,7,"(1, 2)","2,3",0.130292
scene_13266,8,"(0, 1)","2,3",0.079431
scene_10937,8,"(5, 6)","2,3",0.178611
scene_11599,8,"(6, 7)","2,3",0.087875
scene_10344,7,"(0, 1)","1,2",0.029265
scene_12510,8,"(1, 2)","2,3",0.262183
scene_11102,8,"(0, 1)","3,4",0.128677
scene_10461,7,"(2, 3)","1,2",0.289274
scene_12718,4,"(0, 1)","1,2",0.046026
scene_12200,6,"(4, 5)","2,3",0.111886
scene_13100,7,"(2, 3)","2,3",0.096168
scene_10452,7,"(0, 1)","1,2",0.137683
scene_14772,8,"(1, 2)","2,3",0.134738
scene_11920,8,"(2, 3)","1,2",0.237433
scene_10063,7,"(0, 1)","1,2",0.011990
scene_11158,7,"(1, 2)","1,2",0.126938
scene_14189,7,"(5, 6)","1,2",0.109159
scene_13502,8,"(3, 4)","3,4",0.094221
scene_13992,7,"(4, 5)","1,2",0.095100
scene_13120,8,"(0, 1)","1,8",0.071401
scene_11455,8,"(5, 6)","2,3",0.111004
scene_12939,8,"(0, 1)","1,5",0.091257
scene_11008,8,"(3, 4)","5,6",0.170199
scene_12564,8,"(3, 4)","1,2",0.236920
scene_12467,7,"(2, 3)","2,3",0.193220
scene_12321,7,"(4, 5)","2,3",0.145349
scene_11338,8,"(4, 5)","3,4",0.091664
scene_11036,8,"(0, 1)","2,3",0.085549
scene_11151,8,"(3, 4)","2,3",0.175086
scene_12144,7,"(4, 5)","3,4",0.119725
scene_11670,7,"(1, 2)","2,3",0.094782
scene_10400,8,"(4, 5)","2,3",0.187053
scene_13327,7,"(0, 1)","1,2",0.056853
scene_12593,8,"(5, 6)","2,3",0.250803
scene_10019,8,"(6, 7)","3,4",0.096696
scene_10736,8,"(6, 7)","2,3",0.081581
scene_12609,7,"(5, 6)","2,3",0.063026
scene_13227,7,"(4, 5)","1,2",0.104754
scene_12262,7,"(2, 3)","1,2",0.066699
scene_13480,8,"(3, 4)","2,3",0.145808
scene_10384,7,"(5, 6)","2,3",0.053298
scene_10287,7,"(0, 1)","1,2",0.037343
scene_12841,7,"(0, 1)","1,2",0.000930
scene_12944,8,"(3, 4)","2,3",0.098387
scene_10341,8,"(6, 7)","4,5",0.219215
scene_11137,7,"(3, 4)","2,3",0.176388
scene_10354,8,"(3, 4)","2,3",0.157161
scene_12399,7,"(5, 6)","1,2",0.263248
scene_12717,8,"(0, 1)","2,3",0.091154
scene_14671,7,"(3, 4)","1,2",0.108090
scene_11302,8,"(5, 6)","2,3",0.161855
scene_12135,8,"(3, 4)","1,2",0.143059
scene_10381,8,"(0, 1)","2,3",0.065218
scene_12424,8,"(0, 1)","2,3",0.214214
scene_10786,7,"(2, 3)","2,3",0.220042
scene_14019,7,"(4, 5)","2,3",0.198611
scene_12354,7,"(1, 2)","1,2",0.080530
scene_14639,8,"(0, 1)","3,4",0.118843
scene_14777,7,"(1, 2)","1,2",0.104700
scene_11741,7,"(2, 3)","2,3",0.211199
scene_13438,8,"(4, 5)","1,2",0.172820
scene_10289,7,"(5, 6)","1,2",0.120299
scene_11421,7,"(4, 5)","1,2",0.126055
scene_14756,7,"(4, 5)","1,2",0.111291
scene_13646,8,"(5, 6)","2,3",0.162655
scene_10239,7,"(2, 3)","1,2",0.177755
scene_14198,7,"(3, 4)","1,2",0.163163
scene_14210,8,"(4, 5)","1,4",0.098818
scene_10241,8,"(4, 5)","1,4",0.063579
scene_11743,8,"(2, 3)","3,4",0.235342
scene_13586,7,"(3, 4)","1,2",0.116831
scene_11377,8,"(4, 5)","1,2",0.083243
scene_13867,8,"(4, 5)","1,6",0.180990
scene_12417,8,"(3, 4)","4,5",0.139894
scene_11259,8,"(0, 1)","2,3",0.056459
scene_14648,7,"(5, 6)","1,2",0.097926
scene_11640,7,"(0, 1)","1,2",0.037528
scene_12694,8,"(6, 7)","2,3",0.085491
scene_14434,8,"(5, 6)","1,2",0.086266
scene_14243,8,"(5, 6)","1,2",0.106555
scene_12838,7,"(4, 5)","3,6",0.087417
scene_11265,7,"(5, 6)","2,3",0.185691
scene_14195,8,"(6, 7)","1,4",0.137788
scene_11732,8,"(1, 2)","2,3",0.128649
scene_14828,7,"(3, 4)","3,4",0.131945
