scenario,seq_len,ground_truth,answer,lpips
scene_1_000257,7,"(2, 3)","2,3",0.053589
scene_3_001168,7,"(0, 1)","2,3",0.057312
scene_12_005658,8,"(5, 6)","2,3",0.043907
scene_11_005294,6,"(3, 4)","2,3",0.070360
scene_8_003822,8,"(0, 1)","2,3",0.040302
scene_5_002137,6,"(4, 5)","1,2",0.025362
scene_18_008627,8,"(6, 7)","2,3",0.051223
scene_19_009258,8,"(4, 5)","2,3",0.078965
scene_6_002985,5,"(1, 2)","2,3",0.058542
scene_12_005837,6,"(2, 3)","2,3",0.129664
scene_6_002635,8,"(3, 4)","2,3",0.080445
scene_7_003413,8,"(0, 1)","2,3",0.119580
scene_18_008766,8,"(5, 6)","2,3",0.051302
scene_19_009245,7,"(2, 3)","2,3",0.195661
scene_3_001286,8,"(4, 5)","2,3",0.042249
scene_2_000830,8,"(2, 3)","2,3",0.052246
scene_18_008554,7,"(5, 6)","2,3",0.035798
scene_5_002059,4,"(0, 1)","2,3",0.076310
scene_10_004955,7,"(5, 6)","1,2",0.059968
scene_6_002951,7,"(2, 3)","2,3",0.063901
scene_14_006983,7,"(4, 5)","2,3",0.134691
scene_18_008699,8,"(2, 3)","2,3",0.084847
scene_5_002496,8,"(5, 6)","2,3",0.063400
scene_3_001283,6,"(3, 4)","2,3",0.058528
scene_12_005609,8,"(2, 3)","2,3",0.212485
scene_18_008773,6,"(3, 4)","2,3",0.058195
scene_17_008004,8,"(5, 6)","1,2",0.060852
scene_12_005575,8,"(2, 3)","2,3",0.208152
scene_11_005395,5,"(1, 2)","2,3",0.061764
scene_18_008540,7,"(1, 2)","2,3",0.185886
scene_3_001030,6,"(3, 4)","2,3",0.054021
scene_8_003966,7,"(5, 6)","2,3",0.026451
scene_14_006618,7,"(3, 4)","4,5",0.057113
scene_16_007656,8,"(5, 6)","4,5",0.039906
scene_6_002810,7,"(5, 6)","2,3",0.015472
scene_8_003763,7,"(1, 2)","2,3",0.088727
scene_13_006453,8,"(4, 5)","1,2",0.116604
scene_5_002262,6,"(4, 5)","2,3",0.049510
scene_11_005484,5,"(2, 3)","2,3",0.076758
scene_18_008527,8,"(3, 4)","2,3",0.107357
scene_8_003654,8,"(4, 5)","2,3",0.071168
scene_11_005275,6,"(0, 1)","2,3",0.130629
scene_15_007426,8,"(2, 3)","2,3",0.110010
scene_10_004840,7,"(2, 3)","2,3",0.128363
scene_1_000045,8,"(1, 2)","2,3",0.141255
scene_18_008713,8,"(3, 4)","2,3",0.071410
scene_5_002352,7,"(4, 5)","1,2",0.087858
scene_15_007002,6,"(4, 5)","4,5",0.073319
scene_18_008655,7,"(5, 6)","2,3",0.066002
scene_6_002745,8,"(2, 3)","2,3",0.063565
scene_11_005424,7,"(3, 4)","2,3",0.106838
scene_16_007747,8,"(3, 4)","2,3",0.058840
scene_19_009379,8,"(3, 4)","2,3",0.122742
scene_5_002362,8,"(5, 6)","1,2",0.050790
scene_6_002964,7,"(1, 2)","2,3",0.062836
scene_19_009333,7,"(4, 5)","2,3",0.055626
scene_1_000428,8,"(3, 4)","2,3",0.110839
scene_12_005877,7,"(5, 6)","2,3",0.089823
scene_2_000924,5,"(1, 2)","2,3",0.105591
scene_14_006635,8,"(5, 6)","3,4",0.123300
scene_12_005934,8,"(0, 1)","3,4",0.080090
scene_11_005184,8,"(2, 3)","2,3",0.129538
scene_3_001189,7,"(4, 5)","2,3",0.053126
scene_7_003168,8,"(5, 6)","2,3",0.071406
scene_19_009391,6,"(4, 5)","2,3",0.069759
scene_14_006930,8,"(2, 3)","3,4",0.091965
scene_5_002486,6,"(0, 1)","1,2",0.149619
scene_17_008358,8,"(6, 7)","2,3",0.028438
scene_5_002198,6,"(1, 2)","2,3",0.073275
scene_19_009207,6,"(2, 3)","2,3",0.164885
scene_17_008214,7,"(1, 2)","2,3",0.194153
scene_19_009196,8,"(6, 7)","4,5",0.054400
scene_18_008962,7,"(1, 2)","2,4",0.138115
scene_7_003103,8,"(1, 2)","2,3",0.130478
scene_4_001761,7,"(0, 1)","3,4",0.044447
scene_9_004391,6,"(0, 1)","2,3",0.142658
scene_10_004946,8,"(1, 2)","4,5",0.156017
scene_3_001072,8,"(3, 4)","2,3",0.065110
scene_3_001445,7,"(4, 5)","2,3",0.035106
scene_2_000940,5,"(0, 1)","2,3",0.101885
scene_11_005362,6,"(3, 4)","2,3",0.099349
scene_10_004992,8,"(3, 4)","4,5",0.133575
scene_15_007390,8,"(5, 6)","2,3",0.091329
scene_10_004563,7,"(4, 5)","4,5",0.084523
scene_11_005105,8,"(1, 2)","2,3",0.103452
scene_19_009099,8,"(5, 6)","2,3",0.008819
scene_3_001422,8,"(5, 6)","2,3",0.029075
scene_6_002535,7,"(3, 4)","2,3",0.053158
scene_10_004969,7,"(3, 4)","2,3",0.122844
scene_14_006828,8,"(3, 4)","3,4",0.114445
scene_7_003035,8,"(1, 2)","2,3",0.131145
scene_11_005383,8,"(1, 2)","2,3",0.080665
scene_14_006557,8,"(5, 6)","3,4",0.115571
scene_13_006398,8,"(5, 6)","2,3",0.064231
scene_5_002141,7,"(0, 1)","1,2",0.081183
scene_18_008997,7,"(0, 1)","2,3",0.191017
scene_6_002753,6,"(3, 4)","2,3",0.054882
scene_17_008137,8,"(1, 2)","2,3",0.158034
scene_8_003566,7,"(1, 2)","2,3",0.052384
scene_6_002981,7,"(5, 6)","2,3",0.026193
scene_12_005636,8,"(4, 5)","2,3",0.071224
scene_18_008942,8,"(3, 4)","2,3",0.092889
scene_9_004230,4,"(0, 1)","2,3",0.085106
scene_19_009045,6,"(4, 5)","2,3",0.052260
scene_3_001149,6,"(1, 2)","2,3",0.063270
scene_18_008667,8,"(6, 7)","2,3",0.044203
scene_3_001055,8,"(0, 1)","1,2",0.078785
scene_3_001163,8,"(3, 4)","2,3",0.068452
scene_1_000206,8,"(1, 2)","2,3",0.217716
scene_19_009221,7,"(3, 4)","3,4",0.136299
scene_15_007116,7,"(5, 6)","2,3",0.055340
scene_6_002889,7,"(4, 5)","2,3",0.073290
scene_13_006004,8,"(4, 5)","2,3",0.091630
scene_14_006787,8,"(4, 5)","2,3",0.102817
scene_2_000518,5,"(2, 3)","2,3",0.059287
scene_9_004342,6,"(3, 4)","2,3",0.088268
scene_17_008348,8,"(4, 5)","2,3",0.055808
scene_6_002854,7,"(5, 6)","2,3",0.035519
scene_7_003069,8,"(4, 5)","3,4",0.042096
scene_5_002063,5,"(3, 4)","1,2",0.064964
scene_11_005254,5,"(3, 4)","2,3",0.033197
scene_12_005660,8,"(1, 2)","2,3",0.131974
scene_11_005132,5,"(3, 4)","3,4",0.050216
scene_16_007824,8,"(3, 4)","2,3",0.105528
scene_18_008512,7,"(2, 3)","2,3",0.110310
scene_8_003963,5,"(1, 2)","2,3",0.034473
scene_6_002592,7,"(5, 6)","2,3",0.044095
scene_16_007808,8,"(2, 3)","2,3",0.115951
scene_18_008632,8,"(6, 7)","2,3",0.050903
scene_11_005065,5,"(3, 4)","2,3",0.037660
scene_14_006985,8,"(5, 6)","2,3",0.143486
scene_12_005769,6,"(1, 2)","2,3",0.136758
scene_18_008582,7,"(2, 3)","2,3",0.115476
scene_5_002355,6,"(3, 4)","2,3",0.071578
scene_12_005930,7,"(0, 1)","2,3",0.079373
scene_11_005391,7,"(5, 6)","2,3",0.049166
scene_5_002105,6,"(2, 3)","1,2",0.020526
scene_5_002084,5,"(1, 2)","2,3",0.049166
scene_12_005825,6,"(2, 3)","2,3",0.161789
scene_3_001160,7,"(2, 3)","2,3",0.059280
scene_11_005482,5,"(2, 3)","2,3",0.071527
scene_3_001312,8,"(4, 5)","4,5",0.057434
scene_19_009018,6,"(0, 1)","2,3",0.142128
scene_18_008630,8,"(1, 2)","2,3",0.155868
scene_6_002997,5,"(1, 2)","2,3",0.049602
scene_3_001035,7,"(1, 2)","2,3",0.062432
scene_6_002993,5,"(3, 4)","2,3",0.078660
scene_8_003917,8,"(5, 6)","2,3",0.037686
scene_10_004619,8,"(1, 2)","2,3",0.122143
scene_19_009429,6,"(1, 2)","2,3",0.125955
scene_2_000506,6,"(0, 1)","2,3",0.113957
scene_11_005489,5,"(3, 4)","2,3",0.043870
scene_9_004118,7,"(3, 4)","2,3",0.037734
scene_14_006911,8,"(2, 3)","3,4",0.093218
scene_1_000001,6,"(4, 5)","2,3",0.079431
scene_12_005793,8,"(3, 4)","2,3",0.064667
scene_12_005865,8,"(3, 4)","2,3",0.120766
scene_5_002320,6,"(0, 1)","1,2",0.094804
scene_10_004693,8,"(1, 2)","2,3",0.167728
scene_17_008391,8,"(6, 7)","2,3",0.038043
scene_19_009282,8,"(3, 4)","2,3",0.095017
scene_18_008790,7,"(3, 4)","2,3",0.039763
scene_16_007945,6,"(4, 5)","3,4",0.046487
scene_20_009960,8,"(5, 6)","2,3",0.079459
scene_8_003816,5,"(0, 1)","2,3",0.040916
scene_15_007352,6,"(4, 5)","4,5",0.067468
scene_4_001626,7,"(3, 4)","2,3",0.160345
scene_12_005602,8,"(3, 4)","2,3",0.075460
scene_5_002440,7,"(0, 1)","1,2",0.060947
scene_12_005557,7,"(2, 3)","2,3",0.156012
scene_18_008532,6,"(2, 3)","3,4",0.087072
scene_1_000052,8,"(6, 7)","2,3",0.052195
scene_18_008882,7,"(3, 4)","2,3",0.086234
scene_5_002278,5,"(3, 4)","3,4",0.052695
scene_11_005120,6,"(4, 5)","2,3",0.041753
scene_19_009008,6,"(4, 5)","2,3",0.053421
scene_20_009922,8,"(6, 7)","2,3",0.047293
scene_19_009153,6,"(4, 5)","2,3",0.041804
scene_16_007551,6,"(1, 2)","2,3",0.111240
scene_18_008816,7,"(3, 4)","2,3",0.059440
scene_19_009039,6,"(1, 2)","2,3",0.147464
scene_5_002023,5,"(2, 3)","1,2",0.066460
scene_17_008364,8,"(3, 4)","2,3",0.109888
scene_1_000291,7,"(3, 4)","2,3",0.083602
scene_12_005998,7,"(0, 1)","2,3",0.063572
scene_7_003190,7,"(3, 4)","1,2",0.073273
scene_12_005778,7,"(2, 3)","3,4",0.158461
scene_11_005364,7,"(5, 6)","3,4",0.067153
scene_17_008355,8,"(5, 6)","2,3",0.082764
scene_10_004764,7,"(3, 4)","3,4",0.117987
scene_10_004805,7,"(5, 6)","2,3",0.041657
scene_3_001090,8,"(1, 2)","2,3",0.089038
scene_14_006892,8,"(6, 7)","4,5",0.048892
scene_19_009161,7,"(3, 4)","4,5",0.107150
scene_17_008197,8,"(1, 2)","2,3",0.188907
scene_19_009178,6,"(4, 5)","2,3",0.032097
scene_15_007355,7,"(4, 5)","2,3",0.091314
scene_5_002246,6,"(0, 1)","2,3",0.102259
scene_4_001842,8,"(3, 4)","2,3",0.181949
scene_2_000914,4,"(2, 3)","2,3",0.060549
scene_3_001343,8,"(4, 5)","2,3",0.085026
scene_12_005509,6,"(0, 1)","1,2",0.081199
scene_12_005611,6,"(0, 1)","3,4",0.079937
scene_5_002185,7,"(5, 6)","2,3",0.057975
scene_18_008676,8,"(3, 4)","2,3",0.061535
scene_18_008980,7,"(1, 2)","2,3",0.210062
scene_10_004910,7,"(3, 4)","4,5",0.078416
scene_14_006692,8,"(1, 2)","2,3",0.118236
scene_11_005081,6,"(0, 1)","2,3",0.098243
scene_14_006698,8,"(2, 3)","3,4",0.114658
scene_7_003440,8,"(3, 4)","2,3",0.069760
scene_12_005854,7,"(2, 3)","2,3",0.156163
scene_19_009294,8,"(1, 2)","2,3",0.162633
scene_7_003060,8,"(3, 4)","2,3",0.071329
scene_19_009470,7,"(2, 3)","2,3",0.167677
scene_7_003445,6,"(2, 3)","3,4",0.101434
scene_5_002212,6,"(3, 4)","2,3",0.040957
scene_11_005298,4,"(1, 2)","2,3",0.051152
scene_16_007585,8,"(6, 7)","2,3",0.039823
scene_10_004886,7,"(3, 4)","2,3",0.102022
scene_12_005542,7,"(2, 3)","2,3",0.116264
scene_16_007797,8,"(6, 7)","3,4",0.053360
scene_6_002735,7,"(0, 1)","2,3",0.112856
scene_8_003975,7,"(3, 4)","2,3",0.089305
scene_18_008617,7,"(0, 1)","2,3",0.230270
scene_13_006314,8,"(5, 6)","3,4",0.080952
scene_6_002722,6,"(4, 5)","2,3",0.027488
scene_3_001109,6,"(0, 1)","1,2",0.060217
scene_7_003471,8,"(2, 3)","2,3",0.094685
scene_10_004926,8,"(1, 2)","2,3",0.132416
scene_8_003976,8,"(5, 6)","2,3",0.042368
scene_19_009360,8,"(0, 1)","2,3",0.170266
scene_6_002883,5,"(0, 1)","2,3",0.076882
scene_3_001008,7,"(0, 1)","2,3",0.070031
scene_9_004122,4,"(0, 1)","2,3",0.075587
scene_17_008267,8,"(1, 2)","2,3",0.225369
scene_6_002814,6,"(0, 1)","1,2",0.125360
scene_13_006085,8,"(4, 5)","2,3",0.078293
scene_17_008313,8,"(1, 2)","2,3",0.185515
scene_16_007536,7,"(1, 2)","2,3",0.106951
scene_7_003493,8,"(1, 2)","2,3",0.129632
scene_10_004744,8,"(3, 4)","3,4",0.120128
scene_11_005334,6,"(0, 1)","2,3",0.082677
scene_5_002336,6,"(4, 5)","1,2",0.060548
scene_19_009489,8,"(1, 2)","2,3",0.200939
scene_18_008658,7,"(3, 4)","2,3",0.066800
scene_12_005830,8,"(5, 6)","2,3",0.062554
scene_5_002395,6,"(2, 3)","2,3",0.065413
scene_19_009179,7,"(2, 3)","2,3",0.165073
scene_15_007004,6,"(1, 2)","2,3",0.113021
scene_3_001165,8,"(4, 5)","2,3",0.059774
scene_16_007682,8,"(4, 5)","2,3",0.035660
scene_17_008220,8,"(5, 6)","2,3",0.050299
scene_19_009268,6,"(0, 1)","2,3",0.196244
scene_7_003465,6,"(1, 2)","2,3",0.107841
scene_16_007991,6,"(2, 3)","2,3",0.054828
scene_6_002680,8,"(0, 1)","2,3",0.118622
scene_10_004564,6,"(4, 5)","3,4",0.075904
scene_10_004671,7,"(0, 1)","2,3",0.083276
scene_5_002332,7,"(2, 3)","1,2",0.018457
scene_10_004638,8,"(4, 5)","4,5",0.082098
scene_15_007458,8,"(5, 6)","2,3",0.044427
scene_11_005271,8,"(3, 4)","3,4",0.117027
scene_19_009152,8,"(3, 4)","2,3",0.116644
scene_19_009104,8,"(5, 6)","4,5",0.046942
scene_3_001470,8,"(1, 2)","2,3",0.099848
scene_19_009320,8,"(0, 1)","2,3",0.211084
scene_3_001282,7,"(4, 5)","2,3",0.034051
scene_8_003701,8,"(5, 6)","2,3",0.058011
scene_6_002882,7,"(5, 6)","2,3",0.019578
scene_16_007860,6,"(1, 2)","2,3",0.095597
scene_2_000897,7,"(0, 1)","2,3",0.163447
scene_3_001161,8,"(5, 6)","2,3",0.043491
scene_18_008510,8,"(6, 7)","2,3",0.055636
scene_6_002551,7,"(2, 3)","2,3",0.049935
scene_14_006563,5,"(0, 1)","1,2",0.055649
scene_10_004617,8,"(6, 7)","4,5",0.066045
scene_15_007158,7,"(4, 5)","2,3",0.128058
scene_15_007384,8,"(6, 7)","2,3",0.079283
scene_8_003735,8,"(0, 1)","1,2",0.035029
scene_12_005996,7,"(2, 3)","2,3",0.157190
scene_3_001228,8,"(4, 5)","2,3",0.074506
scene_10_004723,8,"(3, 4)","4,5",0.154725
scene_5_002083,5,"(2, 3)","2,3",0.050749
scene_12_005846,7,"(0, 1)","2,3",0.068079
scene_11_005300,5,"(2, 3)","2,3",0.059404
scene_18_008666,7,"(0, 1)","2,3",0.266732
scene_2_000882,8,"(6, 7)","2,3",0.022255
scene_7_003444,7,"(3, 4)","4,5",0.067964
scene_14_006981,7,"(3, 4)","3,4",0.123906
scene_9_004457,6,"(0, 1)","2,3",0.089147
scene_10_004593,8,"(3, 4)","4,5",0.100536
scene_3_001444,7,"(2, 3)","2,3",0.054362
scene_10_004755,7,"(5, 6)","4,5",0.071326
scene_3_001373,7,"(3, 4)","2,3",0.115787
scene_19_009437,7,"(5, 6)","2,3",0.046613
scene_9_004307,5,"(1, 2)","1,2",0.058981
scene_18_008897,7,"(3, 4)","2,3",0.061149
scene_6_002757,7,"(1, 2)","2,3",0.083392
scene_5_002267,6,"(4, 5)","1,2",0.038536
scene_19_009191,7,"(5, 6)","2,3",0.031800
scene_9_004394,6,"(2, 3)","2,3",0.082750
scene_19_009375,7,"(4, 5)","5,6",0.060745
scene_17_008449,8,"(6, 7)","2,3",0.039985
scene_5_002311,5,"(3, 4)","2,3",0.062498
scene_18_008878,6,"(3, 4)","2,3",0.070843
scene_1_000157,8,"(3, 4)","2,3",0.156231
scene_8_003557,7,"(5, 6)","2,3",0.067545
scene_14_006792,8,"(4, 5)","1,2",0.089947
scene_11_005237,5,"(2, 3)","2,3",0.082137
scene_6_002819,8,"(2, 3)","2,3",0.057724
scene_11_005058,5,"(1, 2)","2,3",0.079588
scene_19_009381,6,"(0, 1)","3,4",0.146137
scene_18_008500,8,"(2, 3)","2,3",0.120428
scene_16_007724,8,"(3, 4)","2,3",0.059664
scene_18_008601,6,"(1, 2)","2,3",0.162079
scene_6_002573,6,"(3, 4)","2,3",0.066051
scene_13_006146,8,"(4, 5)","3,4",0.139203
scene_2_000605,5,"(3, 4)","2,3",0.047174
scene_14_006946,8,"(2, 3)","2,3",0.124042
scene_12_005596,6,"(0, 1)","2,3",0.084229
scene_6_002949,6,"(3, 4)","2,3",0.023615
scene_6_002811,7,"(2, 3)","2,3",0.063006
scene_3_001416,7,"(1, 2)","2,3",0.073814
scene_2_000692,8,"(3, 4)","2,3",0.123956
scene_2_000712,7,"(1, 2)","2,3",0.151798
scene_11_005063,6,"(2, 3)","2,3",0.072961
scene_14_006812,6,"(2, 3)","2,3",0.103344
scene_3_001322,7,"(2, 3)","2,3",0.118145
scene_12_005907,8,"(2, 3)","2,3",0.139810
scene_18_008714,7,"(4, 5)","2,3",0.066273
scene_17_008126,8,"(5, 6)","2,3",0.059242
scene_3_001486,8,"(2, 3)","2,3",0.110643
scene_18_008695,7,"(4, 5)","2,3",0.068347
scene_5_002189,7,"(0, 1)","2,3",0.126341
scene_6_002840,6,"(4, 5)","1,2",0.087289
scene_7_003041,8,"(1, 2)","2,3",0.122629
scene_8_003536,6,"(0, 1)","2,6",0.036501
scene_18_008715,7,"(1, 2)","2,3",0.142826
scene_2_000587,4,"(2, 3)","2,3",0.062132
scene_4_001894,8,"(3, 4)","2,3",0.144501
scene_15_007482,7,"(3, 4)","2,3",0.133273
