scenario,seq_len,ground_truth,answer,lpips
scene_112,4,"(0, 1)","2,3",0.352630
scene_48,5,"(3, 4)","3,4",0.141083
scene_93,6,"(3, 4)","2,3",0.065018
scene_505,4,"(1, 2)","2,3",0.512558
scene_521,6,"(1, 2)","2,3",0.559341
scene_141,6,"(2, 3)","3,4",0.092114
scene_613,4,"(2, 3)","3,4",0.193042
scene_641,5,"(3, 4)","3,4",0.492170
scene_408,4,"(2, 3)","3,4",0.465178
scene_438,8,"(1, 2)","2,3",0.340242
scene_269,7,"(2, 3)","2,3",0.308447
scene_551,5,"(3, 4)","3,4",0.411620
scene_675,6,"(0, 1)","3,4",0.382399
scene_252,5,"(2, 3)","2,3",0.111015
scene_689,6,"(1, 2)","3,4",0.433656
scene_271,5,"(2, 3)","3,4",0.493263
scene_146,7,"(2, 3)","3,4",0.278928
scene_469,8,"(2, 3)","3,4",0.507530
scene_405,6,"(4, 5)","3,4",0.226028
scene_511,8,"(0, 1)","3,4",0.212814
scene_217,4,"(0, 1)","3,4",0.427240
scene_322,8,"(1, 2)","4,5",0.182163
scene_580,7,"(1, 2)","3,4",0.362211
scene_216,6,"(3, 4)","3,4",0.069003
scene_67,5,"(1, 2)","2,3",0.341105
scene_274,5,"(1, 2)","1,2",0.309346
scene_410,4,"(0, 1)","2,3",0.358814
scene_323,6,"(3, 4)","3,4",0.037854
scene_683,4,"(1, 2)","2,3",0.306854
scene_234,5,"(2, 3)","1,2",0.009699
scene_57,8,"(4, 5)","4,5",0.123112
scene_332,5,"(3, 4)","3,4",0.451947
scene_224,5,"(3, 4)","5,4",0.173211
scene_570,7,"(0, 1)","4,5",0.364336
scene_276,6,"(1, 2)","4,5",0.056952
scene_388,6,"(3, 4)","3,4",0.419747
scene_473,6,"(3, 4)","3,4",0.344836
scene_167,6,"(4, 5)","2,3",0.149580
scene_691,4,"(2, 3)","2,3",0.429447
scene_546,7,"(0, 1)","3,4",0.478588
scene_175,5,"(3, 4)","2,3",0.091415
scene_73,6,"(3, 4)","3,4",0.443216
scene_273,6,"(0, 1)","3,4",0.360112
scene_214,4,"(1, 2)","2,3",0.528809
scene_363,6,"(2, 3)","3,4",0.173063
scene_379,6,"(3, 4)","3,4",0.504452
scene_166,7,"(3, 4)","3,4",0.309402
scene_373,5,"(1, 2)","2,3",0.084290
scene_464,7,"(3, 4)","4,5",0.469949
scene_662,4,"(0, 1)","2,3",0.430352
scene_656,4,"(1, 2)","3,4",0.344289
scene_103,5,"(3, 4)","2,3",0.342112
scene_679,6,"(3, 4)","3,4",0.275100
scene_81,5,"(0, 1)","4,5",0.006813
scene_296,5,"(3, 4)","2,3",0.447770
scene_233,6,"(2, 3)","3,4",0.533342
scene_46,5,"(3, 4)","2,3",0.514047
scene_71,8,"(5, 6)","3,4",0.318224
scene_196,5,"(1, 2)","2,3",0.540233
scene_591,5,"(3, 4)","1,2",0.204925
scene_370,5,"(1, 2)","1,3",0.452683
scene_633,6,"(4, 5)","3,4",0.267811
scene_300,4,"(2, 3)","2,3",0.404407
scene_565,4,"(0, 1)","2,3",0.323300
scene_80,6,"(3, 4)","5,6",0.339099
scene_387,6,"(4, 5)","1,2",0.195670
scene_127,6,"(4, 5)","5,6",0.056301
scene_549,5,"(0, 1)","2,3",0.517812
scene_470,7,"(0, 1)","1,2",0.361723
scene_44,8,"(5, 6)","2,3",0.239747
scene_270,4,"(1, 2)","3,4",0.250383
scene_618,5,"(1, 2)","4,5",0.210645
scene_352,4,"(1, 2)","1,2",0.616595
scene_367,4,"(0, 1)","2,3",0.499041
scene_99,4,"(0, 1)","2,3",0.393175
scene_389,4,"(1, 2)","1,2",0.393560
scene_94,5,"(3, 4)","2,3",0.531306
scene_688,5,"(2, 3)","2,3",0.453875
scene_344,5,"(1, 2)","2,3",0.089181
scene_220,6,"(3, 4)","2,3",0.447094
scene_159,5,"(2, 3)","3,4",0.425959
scene_667,4,"(1, 2)","2,3",0.447713
scene_348,8,"(6, 7)","3,4",0.103407
scene_684,8,"(3, 4)","3,4",0.354972
scene_163,6,"(2, 3)","3,4",0.327781
scene_6,6,"(3, 4)","4,5",0.278688
scene_284,5,"(2, 3)","3,4",0.382499
scene_603,5,"(0, 1)","3,4",0.383636
scene_459,4,"(1, 2)","2,3",0.548461
scene_225,8,"(0, 1)","2,3",0.339901
scene_429,5,"(0, 1)","2,3",0.548825
scene_687,4,"(1, 2)","2,3",0.526265
scene_665,4,"(0, 1)","2,3",0.036409
scene_203,8,"(5, 6)","4,5",0.261203
scene_574,4,"(0, 1)","3,4",0.425589
scene_27,8,"(6, 7)","2,3",0.125447
scene_616,6,"(0, 1)","2,3",0.297446
scene_517,7,"(0, 1)","2,3",0.475640
scene_238,8,"(1, 2)","5,6",0.246940
scene_223,6,"(1, 2)","2,3",0.083645
scene_95,8,"(6, 7)","3,4",0.007474
scene_30,6,"(0, 1)","3,4",0.330022
scene_32,8,"(4, 5)","3,4",0.485411
scene_432,6,"(1, 2)","3,4",0.124989
scene_604,8,"(1, 2)","2,3",0.509771
scene_89,8,"(1, 2)","3,4",0.144644
scene_558,6,"(3, 4)","2,3",0.450682
scene_104,4,"(2, 3)","2,3",0.528377
scene_142,6,"(0, 1)","3,4",0.047233
scene_228,5,"(1, 2)","2,3",0.305441
scene_250,4,"(1, 2)","3,4",0.420971
scene_281,5,"(2, 3)","1,2",0.033111
scene_25,5,"(2, 3)","2,3",0.438746
scene_114,6,"(1, 2)","3,4",0.443133
scene_654,8,"(4, 5)","5,6",0.243597
