scenario,seq_len,ground_truth,answer,lpips,seq_lpips
scene_13077,8,True,no,0.124051,0.200234
scene_14218,7,False,yes,0.197969,0.193528
scene_10130,8,False,no,0.176086,0.303107
scene_14446,7,False,no,0.098053,0.160774
scene_10558,7,True,no,0.134441,0.193359
scene_11420,8,True,no,0.222841,0.247979
scene_10687,8,True,yes,0.075285,0.149680
scene_13690,7,False,no,0.079391,0.177788
scene_11719,7,False,no,0.169355,0.216831
scene_12274,8,True,no,0.169663,0.243415
scene_11577,8,False,no,0.101237,0.180036
scene_13170,8,False,no,0.093768,0.189492
scene_13603,8,True,no,0.237310,0.273857
scene_10531,8,True,no,0.147831,0.239897
scene_11060,7,True,no,0.073234,0.163497
scene_12215,8,False,yes,0.098674,0.296340
scene_13354,8,False,no,0.148652,0.186906
scene_12441,8,False,no,0.146255,0.231075
scene_13715,7,False,no,0.114090,0.123153
scene_10023,7,False,no,0.242283,0.328252
scene_14303,7,False,no,0.006401,0.154746
scene_13914,7,True,no,0.063138,0.178760
scene_14987,8,True,yes,0.124781,0.175637
scene_14403,7,False,no,0.103913,0.155610
scene_13550,8,False,no,0.133722,0.277297
scene_14489,8,False,no,0.212960,0.301981
scene_13788,8,False,no,0.116533,0.162128
scene_14356,7,False,no,0.181959,0.189496
scene_10929,8,True,no,0.155034,0.281068
scene_12400,8,False,no,0.059647,0.199665
scene_14137,7,False,yes,0.147252,0.203180
scene_10176,8,True,yes,0.096495,0.241054
scene_13567,8,False,no,0.205387,0.215798
scene_13518,7,True,no,0.001372,0.210292
scene_13336,7,True,no,0.091217,0.175212
scene_12166,8,True,no,0.232861,0.282911
scene_14112,7,True,no,0.055751,0.139816
scene_10135,8,True,no,0.302800,0.314575
scene_12222,7,False,no,0.023174,0.153525
scene_14512,8,False,no,0.127833,0.212097
scene_11300,8,False,no,0.150187,0.266765
scene_12997,7,False,no,0.291220,0.267391
scene_10801,8,True,no,0.090020,0.214831
scene_10670,7,False,no,0.286733,0.271034
scene_12463,8,False,no,0.079937,0.175705
scene_13411,8,False,no,0.120804,0.285727
scene_14656,7,True,no,0.110414,0.176152
scene_11048,7,True,no,0.134862,0.214102
scene_13958,8,True,no,0.115632,0.171331
scene_13198,8,True,no,0.099831,0.239227
scene_12993,8,False,no,0.097328,0.277690
scene_13006,7,False,yes,0.164233,0.180007
scene_13374,8,False,no,0.076190,0.189079
scene_11431,8,False,yes,0.195919,0.296102
scene_11973,8,True,no,0.181786,0.356256
scene_11099,6,True,no,0.062701,0.161404
scene_11780,7,True,no,0.166090,0.201924
scene_11494,7,True,yes,0.193800,0.248602
scene_12851,8,False,no,0.113810,0.183515
scene_12230,8,False,no,0.114258,0.180673
scene_10851,8,False,no,0.137022,0.261132
scene_12798,7,True,no,0.196575,0.193151
scene_12895,6,True,no,0.077312,0.087413
scene_12288,6,True,no,0.059378,0.130080
scene_14307,8,False,no,0.163215,0.252642
scene_13887,7,True,no,0.067717,0.165936
scene_10123,8,False,no,0.147970,0.216576
scene_10081,8,False,no,0.088744,0.282477
scene_10442,7,False,yes,0.182014,0.254032
scene_13184,7,True,no,0.131095,0.194245
scene_10028,8,False,yes,0.150452,0.218097
scene_12515,7,True,no,0.132058,0.218715
scene_14217,8,False,no,0.162893,0.166482
scene_10034,7,False,no,0.119429,0.233458
scene_14563,7,True,yes,0.089927,0.189358
scene_12437,7,True,no,0.136777,0.185960
scene_11731,6,False,no,0.062580,0.090761
scene_13339,6,True,yes,0.176482,0.117806
scene_14191,8,False,no,0.057135,0.227549
scene_10862,8,True,no,0.053569,0.204346
scene_11165,8,False,no,0.087341,0.223629
scene_14961,7,False,no,0.040593,0.176461
scene_11461,8,False,no,0.124663,0.179594
scene_10649,8,True,no,0.104658,0.256919
scene_12187,6,True,no,0.001001,0.076958
scene_10024,7,True,no,0.066019,0.216656
scene_11082,8,True,no,0.230348,0.217976
scene_11459,7,False,no,0.044773,0.181991
scene_12566,7,True,no,0.204364,0.313470
scene_11882,8,False,yes,0.148270,0.266651
scene_11024,7,False,no,0.045628,0.268876
scene_14820,8,True,no,0.204480,0.238789
scene_13319,8,False,no,0.222781,0.268780
scene_10791,5,True,no,0.023383,0.064940
scene_12138,8,False,no,0.145776,0.176840
scene_10491,8,False,no,0.079773,0.182955
scene_10111,7,True,yes,0.145133,0.221397
scene_14322,8,True,no,0.192553,0.286414
scene_11833,8,False,no,0.070903,0.195825
scene_14760,6,False,no,0.081129,0.134102
scene_10387,7,False,no,0.059670,0.095614
scene_11044,7,True,no,0.062634,0.134129
scene_14256,7,False,no,0.129864,0.205403
scene_11061,8,True,yes,0.078314,0.187271
scene_12953,7,True,yes,0.117425,0.128847
scene_13905,8,True,no,0.195642,0.166445
scene_12219,7,False,yes,0.088764,0.148895
scene_10054,8,False,no,0.140607,0.174760
scene_14221,8,False,no,0.163035,0.262110
scene_11245,8,True,yes,0.074959,0.241366
scene_12133,8,False,no,0.233167,0.263276
scene_12284,8,False,no,0.120917,0.257315
scene_14978,7,True,no,0.170426,0.204245
scene_13654,8,False,no,0.175060,0.269831
scene_14739,7,False,yes,0.151340,0.257699
scene_11321,7,True,no,0.183551,0.214255
scene_11579,7,False,no,0.327677,0.330781
scene_10508,8,True,yes,0.208558,0.209952
scene_11466,8,False,no,0.201418,0.238124
scene_14974,8,True,yes,0.229746,0.295105
scene_13659,7,True,no,0.128799,0.182194
scene_14186,8,False,yes,0.118880,0.204820
scene_14058,8,True,no,0.109037,0.224351
scene_14499,7,False,yes,0.095255,0.165969
scene_14276,8,False,no,0.104406,0.195123
scene_10286,7,False,no,0.063904,0.149270
scene_10205,7,True,no,0.248437,0.202731
scene_14108,8,False,no,0.106543,0.262754
scene_14155,7,False,no,0.116796,0.177014
scene_14869,8,False,no,0.100246,0.192196
scene_14167,8,True,no,0.062202,0.167879
scene_11604,7,True,no,0.195427,0.244388
scene_10844,8,True,no,0.115595,0.213147
scene_10310,7,True,no,0.153938,0.277573
scene_14236,7,True,no,0.073123,0.154229
scene_12061,7,False,yes,0.078134,0.178518
scene_13430,8,True,no,0.172597,0.230639
scene_14323,7,False,no,0.213243,0.253475
scene_14892,8,True,no,0.120247,0.283884
scene_11502,7,False,yes,0.271844,0.196761
scene_11608,7,True,no,0.150391,0.206001
scene_14745,7,True,yes,0.075024,0.193575
scene_11869,8,True,no,0.102557,0.195706
scene_13681,8,False,no,0.164638,0.272722
scene_10140,8,False,no,0.155387,0.268875
scene_10292,8,False,no,0.062542,0.181287
scene_11799,8,False,no,0.184782,0.150147
scene_14329,8,False,no,0.115028,0.173581
scene_10272,7,False,no,0.080708,0.144128
scene_10784,7,True,yes,0.130170,0.153818
scene_14274,7,True,no,0.095678,0.171505
scene_13084,8,True,no,0.140364,0.182891
scene_10753,8,False,no,0.162226,0.264619
scene_13071,8,False,yes,0.317323,0.210338
scene_14764,8,True,no,0.149345,0.167014
scene_13846,7,False,no,0.111623,0.208917
scene_10182,8,False,no,0.205817,0.353063
scene_10785,7,False,no,0.240854,0.185996
scene_13616,6,False,no,0.030199,0.122619
scene_10145,7,False,yes,0.038964,0.096950
scene_10979,8,False,no,0.183731,0.170420
scene_11503,7,False,no,0.084482,0.122845
scene_11422,8,False,yes,0.120534,0.196324
scene_14360,7,False,yes,0.140753,0.221246
scene_12830,8,False,no,0.048785,0.285460
scene_12206,8,True,no,0.080999,0.174963
scene_13049,7,True,no,0.218149,0.210281
scene_10016,8,False,no,0.079118,0.166267
scene_13190,8,True,no,0.074623,0.283798
scene_10912,8,True,no,0.124092,0.173666
scene_11393,7,False,no,0.115499,0.290407
scene_11064,8,True,yes,0.178926,0.214056
scene_10464,8,True,no,0.057995,0.155101
scene_11216,8,True,no,0.220621,0.299825
scene_11878,8,True,no,0.108465,0.294511
scene_12914,8,True,no,0.075708,0.151897
scene_13072,8,True,yes,0.260445,0.301540
scene_10438,8,True,yes,0.145336,0.240657
scene_10002,7,False,no,0.264194,0.176530
scene_10194,7,True,yes,0.077705,0.155551
scene_14952,8,True,no,0.075568,0.223001
scene_13169,7,True,yes,0.099683,0.156882
scene_11343,8,False,no,0.187254,0.268967
scene_12409,7,True,no,0.274908,0.248034
scene_14733,7,False,no,0.127220,0.211581
scene_13237,7,False,no,0.062450,0.275710
scene_14602,8,True,no,0.135368,0.291567
scene_12205,8,False,no,0.256696,0.248627
scene_10812,8,True,no,0.077797,0.146747
scene_14090,7,True,no,0.126452,0.186810
scene_12122,8,False,no,0.086651,0.206482
scene_13487,8,False,no,0.107645,0.198545
scene_13303,7,False,no,0.271466,0.259290
scene_10762,7,True,no,0.026130,0.183604
scene_12775,8,True,no,0.119229,0.227461
scene_14267,8,True,no,0.122040,0.202086
scene_13207,8,False,no,0.144897,0.240396
scene_11341,7,False,no,0.244244,0.203770
scene_10191,8,True,no,0.055918,0.164561
scene_13745,8,True,yes,0.309087,0.303842
scene_14712,8,False,no,0.117669,0.222940
scene_14219,6,True,no,0.167487,0.194595
scene_14559,7,False,no,0.120878,0.257694
scene_10270,7,True,no,0.150242,0.261538
scene_12275,7,False,no,0.092598,0.259912
scene_13195,8,False,no,0.082444,0.175503
scene_13687,8,True,no,0.083797,0.179723
scene_10001,8,False,no,0.149343,0.184881
scene_13038,8,False,no,0.259166,0.344952
scene_11633,7,False,yes,0.260415,0.283916
scene_12139,8,True,no,0.220704,0.265534
scene_12426,6,True,no,0.089919,0.175302
scene_12684,7,False,yes,0.123297,0.224742
scene_12116,8,False,no,0.130372,0.304653
scene_13410,8,True,no,0.096381,0.157070
scene_13477,8,False,yes,0.079335,0.221169
scene_14171,7,False,no,0.117078,0.128907
scene_10099,8,False,no,0.081939,0.226610
scene_11398,7,False,yes,0.168813,0.292813
scene_13397,8,True,no,0.085328,0.180781
scene_12472,8,True,no,0.054142,0.271212
scene_14685,6,True,yes,0.084085,0.109599
scene_14226,8,True,no,0.084933,0.231906
scene_12551,8,True,no,0.183071,0.182382
scene_13900,7,False,no,0.121773,0.142578
scene_10692,8,False,no,0.066073,0.181311
scene_14802,7,False,no,0.111506,0.136675
scene_10662,7,True,no,0.139661,0.237899
scene_12014,8,True,no,0.049247,0.130518
scene_11676,6,False,no,0.062050,0.087985
scene_13389,8,False,no,0.130326,0.240896
scene_11770,7,False,no,0.220871,0.272693
scene_13666,7,False,no,0.070462,0.113172
scene_10815,8,True,no,0.080085,0.394110
scene_11898,8,False,no,0.079998,0.244439
scene_12011,8,False,no,0.181960,0.301915
scene_10734,7,True,no,0.061230,0.246925
scene_14139,8,True,yes,0.177425,0.187119
scene_11361,7,False,no,0.089630,0.131032
scene_11301,8,False,no,0.149826,0.250443
scene_14385,8,False,no,0.098315,0.197010
scene_11497,6,True,no,0.098201,0.139264
scene_11555,8,True,no,0.146036,0.279977
scene_12913,8,False,no,0.112127,0.170560
scene_10005,8,False,no,0.063769,0.164030
scene_11192,8,False,yes,0.191085,0.198818
scene_14690,7,True,no,0.133538,0.218548
scene_11000,8,True,no,0.175382,0.227985
scene_14361,8,True,no,0.078357,0.236306
scene_10756,7,False,no,0.166032,0.228733
scene_11423,7,True,no,0.131699,0.186775
scene_14945,7,True,no,0.026490,0.334298
scene_13108,7,True,no,0.090449,0.283218
scene_11056,7,False,no,0.121681,0.187490
scene_12996,8,False,no,0.129757,0.247321
scene_14497,8,False,no,0.102681,0.335054
scene_14098,8,False,yes,0.152058,0.244300
scene_13920,8,True,yes,0.116443,0.214824
scene_12134,7,True,no,0.153030,0.206773
scene_10769,7,False,no,0.077015,0.144905
scene_12105,6,False,no,0.047055,0.168993
scene_14033,7,False,no,0.060151,0.158385
scene_12016,7,True,yes,0.045754,0.207345
scene_13113,7,False,yes,0.136653,0.254097
scene_14785,7,True,no,0.158983,0.221242
scene_10291,8,False,yes,0.083292,0.205726
scene_13802,8,False,no,0.223308,0.182083
scene_11945,8,False,no,0.144528,0.219516
scene_11385,7,True,no,0.110513,0.153742
scene_14302,7,False,yes,0.030929,0.100373
scene_12085,8,False,no,0.101735,0.212468
scene_10660,5,True,no,0.001058,0.072717
scene_11457,7,True,yes,0.033152,0.225637
scene_14224,7,True,no,0.156013,0.194072
scene_10512,8,False,no,0.161360,0.207432
scene_10271,7,True,no,0.011436,0.219553
scene_13507,8,False,yes,0.215669,0.176596
scene_10259,8,False,no,0.097608,0.225825
scene_14115,8,False,no,0.189794,0.294448
scene_10568,7,True,no,0.061967,0.150482
scene_14933,8,False,no,0.056688,0.108033
scene_14624,7,False,no,0.052151,0.136166
scene_14154,8,True,no,0.154273,0.342710
scene_13470,8,False,no,0.113758,0.235440
scene_13082,8,True,no,0.081947,0.216510
scene_14105,6,False,no,0.075682,0.128657
scene_13557,8,True,no,0.081033,0.158373
scene_13386,7,False,no,0.157558,0.175486
scene_11644,7,False,no,0.104096,0.176603
scene_14035,7,False,no,0.221069,0.273414
scene_12536,8,True,no,0.223534,0.306261
scene_14476,8,True,no,0.173101,0.259503
scene_10663,7,True,no,0.103345,0.171013
scene_11655,7,False,no,0.039015,0.186470
scene_11104,7,True,yes,0.182952,0.223953
scene_14908,7,False,yes,0.080726,0.132482
scene_12444,7,False,yes,0.122008,0.173981
scene_11091,8,True,no,0.259063,0.286185
scene_12763,7,True,no,0.039870,0.206792
scene_13130,7,True,no,0.067040,0.161585
scene_13212,8,True,no,0.136198,0.210293
scene_11952,7,False,no,0.065676,0.120339
scene_11821,8,True,yes,0.152938,0.253675
scene_13520,6,False,no,0.039788,0.072493
scene_14131,8,False,no,0.255106,0.234986
scene_10339,8,False,yes,0.063053,0.166867
scene_12527,6,True,no,0.101348,0.133472
scene_14867,8,False,no,0.124367,0.234069
scene_11250,8,True,no,0.063325,0.234874
scene_14392,8,False,no,0.141219,0.260801
scene_14673,8,True,yes,0.122071,0.264676
scene_12358,7,False,no,0.163098,0.286849
scene_11205,8,False,no,0.119935,0.206750
scene_11775,8,False,yes,0.201297,0.290653
scene_13772,7,False,no,0.170128,0.288895
scene_13152,8,True,no,0.164833,0.305713
scene_11589,8,False,no,0.212100,0.236789
scene_12178,6,False,no,0.014881,0.083600
scene_10900,7,True,no,0.138828,0.177749
scene_13032,7,True,no,0.001115,0.182940
scene_14007,8,True,yes,0.152670,0.197187
scene_14790,7,False,no,0.080989,0.187036
scene_12894,8,True,no,0.129114,0.225889
scene_13324,8,False,no,0.145713,0.193335
scene_14663,6,False,no,0.071040,0.127758
scene_13826,8,False,no,0.239967,0.209615
scene_13294,7,False,no,0.000971,0.199212
scene_13873,8,True,no,0.079637,0.210354
scene_14846,6,False,no,0.077945,0.175412
scene_12674,7,True,no,0.107652,0.139849
scene_10871,7,False,no,0.157958,0.241486
scene_13420,7,False,no,0.130049,0.209067
scene_13466,8,True,no,0.129246,0.237312
scene_13449,8,False,no,0.081063,0.259887
scene_12428,7,False,no,0.103738,0.177279
scene_14858,8,False,no,0.099496,0.207040
scene_13399,8,False,no,0.151071,0.266337
scene_11550,7,True,no,0.069309,0.155195
scene_12113,6,False,yes,0.175673,0.155866
scene_10752,8,True,no,0.125319,0.242535
scene_13762,8,False,no,0.144862,0.300469
scene_11588,7,False,no,0.099706,0.312369
scene_12681,8,True,no,0.152374,0.312646
scene_14088,8,True,no,0.126587,0.182237
scene_14457,7,True,no,0.204167,0.239189
scene_12297,7,False,no,0.112673,0.098199
scene_13827,8,True,yes,0.147484,0.229515
scene_14577,6,False,no,0.079304,0.122742
scene_14508,8,True,no,0.179375,0.237507
scene_12911,8,False,no,0.225099,0.315951
scene_12666,7,True,no,0.050587,0.166434
scene_13718,7,True,no,0.130292,0.178974
scene_13266,8,True,no,0.079431,0.191180
scene_10937,8,True,yes,0.178611,0.308027
scene_11599,8,True,no,0.087875,0.145461
scene_10344,7,True,no,0.029265,0.244560
scene_12510,8,False,yes,0.262183,0.235320
scene_11102,8,False,no,0.128677,0.244115
scene_10461,7,True,no,0.289274,0.195576
scene_12718,4,False,no,0.046026,0.060652
scene_12200,6,True,no,0.111886,0.199352
scene_13100,7,True,no,0.096168,0.187536
scene_10452,7,False,no,0.137683,0.152214
scene_14772,8,False,no,0.134738,0.286553
scene_11920,8,True,no,0.237433,0.237707
scene_10063,7,False,no,0.011990,0.140387
scene_11158,7,True,no,0.126938,0.277855
scene_14189,7,True,no,0.109159,0.202562
scene_13502,8,False,yes,0.094221,0.184244
scene_13992,7,False,no,0.095100,0.118298
scene_13120,8,False,no,0.071401,0.144858
scene_11455,8,True,no,0.111004,0.232802
scene_12939,8,True,no,0.091257,0.271105
scene_11008,8,True,no,0.170199,0.201635
scene_12564,8,False,no,0.236920,0.303742
scene_12467,7,False,no,0.193220,0.282065
scene_12321,7,False,no,0.145349,0.269343
scene_11338,8,True,yes,0.091664,0.172842
scene_11036,8,True,no,0.085549,0.247422
scene_11151,8,False,no,0.175086,0.314074
scene_12144,7,False,yes,0.119725,0.175746
scene_11670,7,False,yes,0.094782,0.134650
scene_10400,8,True,no,0.187053,0.295114
scene_13327,7,True,no,0.056853,0.283167
scene_12593,8,True,no,0.250803,0.323696
scene_10019,8,False,no,0.096696,0.146733
scene_10736,8,False,yes,0.081581,0.254850
scene_12609,7,False,no,0.063026,0.124232
scene_13227,7,True,no,0.104754,0.221848
scene_12262,7,True,no,0.066699,0.137351
scene_13480,8,True,yes,0.145808,0.203054
scene_10384,7,False,no,0.053298,0.116279
scene_10287,7,True,yes,0.037343,0.167308
scene_12841,7,False,no,0.000930,0.325207
scene_12944,8,False,no,0.098387,0.178276
scene_10341,8,True,no,0.219215,0.183673
scene_11137,7,True,no,0.176388,0.253786
scene_10354,8,False,no,0.157161,0.268471
scene_12399,7,True,yes,0.263248,0.230998
scene_12717,8,True,no,0.091154,0.184813
scene_14671,7,False,no,0.108090,0.145648
scene_11302,8,False,no,0.161855,0.175647
scene_12135,8,True,no,0.143059,0.247300
scene_10381,8,True,no,0.065218,0.234043
scene_12424,8,True,no,0.214214,0.273071
scene_10786,7,True,no,0.220042,0.183665
scene_14019,7,True,no,0.198611,0.284029
scene_12354,7,True,no,0.080530,0.109055
scene_14639,8,False,no,0.118843,0.257415
scene_14777,7,True,yes,0.104700,0.208477
scene_11741,7,True,no,0.211199,0.200218
scene_13438,8,False,no,0.172820,0.225654
scene_10289,7,False,no,0.120299,0.217307
scene_11421,7,False,no,0.126055,0.259804
scene_14756,7,True,no,0.111291,0.185753
scene_13646,8,True,no,0.162655,0.270131
scene_10239,7,False,no,0.177755,0.206285
scene_14198,7,False,no,0.163163,0.212198
scene_14210,8,False,no,0.098818,0.177025
scene_10241,8,True,no,0.063579,0.136655
scene_11743,8,True,no,0.235342,0.197726
scene_13586,7,True,no,0.116831,0.144480
scene_11377,8,True,no,0.083243,0.253888
scene_13867,8,True,yes,0.180990,0.296168
scene_12417,8,True,no,0.139894,0.211678
scene_11259,8,True,yes,0.056459,0.266039
scene_14648,7,True,no,0.097926,0.191278
scene_11640,7,False,no,0.037528,0.193100
scene_12694,8,False,no,0.085491,0.310314
scene_14434,8,True,no,0.086266,0.220497
scene_14243,8,True,yes,0.106555,0.255372
scene_12838,7,True,no,0.087417,0.142653
scene_11265,7,False,no,0.185691,0.211644
scene_14195,8,True,no,0.137788,0.261657
scene_11732,8,True,yes,0.128649,0.206085
scene_14828,7,True,no,0.131945,0.169025
scene_14991,7,True,no,0.090071,0.165596
scene_13594,8,False,no,0.183408,0.183055
scene_11203,8,True,no,0.112268,0.258513
scene_12195,8,False,yes,0.062134,0.150331
scene_14463,7,False,no,0.082893,0.176810
scene_10796,7,True,no,0.122073,0.185025
scene_12950,6,False,yes,0.104126,0.137180
scene_10642,8,False,no,0.104100,0.221946
scene_11309,7,True,no,0.001790,0.192030
scene_11081,7,False,no,0.150111,0.167232
scene_12304,8,False,no,0.266588,0.344634
scene_13101,8,False,no,0.208838,0.373347
scene_10538,7,True,no,0.245406,0.247501
scene_13587,7,False,no,0.151421,0.180669
scene_13202,7,True,yes,0.256610,0.281632
scene_13866,6,False,no,0.070805,0.125034
scene_12801,8,True,yes,0.074999,0.162651
scene_10750,7,True,yes,0.148139,0.174391
scene_12130,7,True,no,0.000975,0.177120
scene_14250,7,True,no,0.028166,0.236464
scene_11638,8,True,yes,0.193588,0.247964
scene_10208,8,True,no,0.052389,0.187195
scene_12768,8,True,no,0.053265,0.229383
scene_10128,7,False,no,0.218245,0.193858
scene_12473,8,True,no,0.294878,0.326953
scene_14127,7,True,yes,0.127731,0.246720
scene_13318,7,True,no,0.026444,0.103572
scene_13495,8,True,no,0.185400,0.275628
scene_10571,8,False,no,0.110972,0.279892
scene_13358,8,True,no,0.089254,0.237952
scene_12476,6,True,no,0.126134,0.181704
scene_13017,8,False,no,0.095774,0.331858
scene_14158,7,False,no,0.108124,0.123402
scene_10797,8,False,yes,0.104464,0.224878
scene_10880,8,True,yes,0.150636,0.269773
scene_11939,7,False,no,0.192953,0.293716
scene_10921,8,True,no,0.142709,0.252363
scene_10405,7,False,no,0.001303,0.227529
scene_11258,8,False,no,0.212883,0.279446
scene_14716,8,True,no,0.263588,0.341737
scene_10059,8,True,no,0.176104,0.252444
scene_11986,8,True,yes,0.104615,0.162569
scene_14382,7,False,no,0.094579,0.148512
scene_14531,7,False,no,0.133996,0.260198
scene_14188,6,False,no,0.207468,0.163745
scene_13582,8,False,no,0.067916,0.133126
scene_10378,8,False,no,0.115191,0.187111
scene_14724,8,True,yes,0.152342,0.234953
scene_10830,8,True,yes,0.139810,0.179291
scene_14717,7,True,no,0.033682,0.204337
scene_14843,8,False,no,0.301949,0.334587
scene_10947,8,False,no,0.086006,0.234318
scene_14504,8,False,no,0.128711,0.193391
scene_11147,8,False,yes,0.277353,0.331592
scene_10678,7,True,no,0.067826,0.246296
scene_12952,8,True,no,0.356088,0.388650
scene_14055,8,False,yes,0.134919,0.207251
scene_12093,8,False,no,0.066109,0.250114
scene_11057,8,True,no,0.061183,0.379261
scene_12542,7,True,no,0.264430,0.183994
scene_14294,8,True,no,0.131665,0.181645
scene_14264,8,True,no,0.132465,0.229835
scene_12973,7,True,yes,0.226269,0.281146
scene_13011,8,True,no,0.079689,0.279114
scene_11879,8,True,no,0.151086,0.250945
scene_11328,8,True,no,0.140323,0.212312
scene_12869,7,True,no,0.099798,0.210520
scene_11740,8,True,no,0.179989,0.178642
scene_13455,8,True,yes,0.110781,0.192766
scene_14338,7,False,no,0.146144,0.174601
scene_11456,8,True,no,0.071464,0.281430
scene_13521,7,False,no,0.107462,0.121281
scene_10091,7,False,no,0.098717,0.170731
scene_14233,7,True,no,0.077453,0.175168
scene_12307,8,True,yes,0.141455,0.240676
scene_13685,8,False,no,0.161932,0.280389
scene_14562,8,True,no,0.150092,0.256792
scene_11427,7,False,yes,0.062239,0.170961
scene_14370,6,True,no,0.229958,0.202609
scene_12687,8,False,no,0.161973,0.257700
scene_12305,8,True,no,0.243071,0.254020
scene_10976,5,True,no,0.051127,0.078877
scene_11826,8,False,no,0.095143,0.162188
scene_10990,8,False,no,0.221010,0.259174
scene_12022,8,True,no,0.117137,0.152231
scene_13284,7,True,no,0.144904,0.198740
scene_13976,7,True,no,0.176464,0.145253
scene_13334,7,False,yes,0.098820,0.134427
scene_10703,7,False,no,0.157272,0.214379
scene_10639,8,True,yes,0.114133,0.213373
scene_12856,8,False,no,0.121187,0.187411
scene_10290,8,False,no,0.114089,0.240765
scene_11496,7,True,yes,0.099946,0.191158
scene_14523,7,True,no,0.306796,0.346087
scene_14435,8,False,no,0.193200,0.275311
scene_10175,7,True,no,0.188066,0.231102
scene_10852,8,True,no,0.091494,0.304356
scene_13372,7,False,no,0.080509,0.138962
scene_13259,7,False,no,0.085583,0.158952
scene_14298,7,True,yes,0.120382,0.227755
scene_10050,8,False,no,0.080205,0.268467
scene_13278,7,False,no,0.019479,0.205051
scene_14622,7,False,yes,0.077622,0.245646
scene_13186,6,True,no,0.061011,0.107672
scene_12865,8,False,no,0.083411,0.192222
scene_11206,7,False,no,0.203231,0.260806
scene_14368,8,True,yes,0.294097,0.360264
scene_14923,8,True,no,0.122226,0.186165
scene_10949,8,True,yes,0.183032,0.231318
scene_10802,8,False,no,0.141487,0.313775
scene_10767,8,True,no,0.277067,0.338157
scene_12331,5,False,no,0.090798,0.094076
scene_10453,6,True,yes,0.199010,0.151558
scene_12533,8,False,no,0.135118,0.364204
scene_11409,7,False,no,0.107288,0.177442
scene_13239,7,False,no,0.285937,0.256916
scene_14380,8,False,yes,0.194601,0.192481
scene_11063,7,False,no,0.027996,0.192989
scene_14682,7,True,no,0.107968,0.164526
scene_13967,8,True,no,0.284670,0.287738
scene_13066,7,True,yes,0.072107,0.120296
scene_13429,5,False,no,0.050681,0.094933
scene_10201,7,False,no,0.122300,0.156850
scene_12420,8,True,yes,0.110175,0.266870
scene_10216,8,False,no,0.197300,0.207143
scene_13608,7,False,no,0.304149,0.277581
scene_12835,7,False,no,0.092615,0.204145
scene_10680,8,True,no,0.197600,0.299283
scene_12669,7,True,no,0.178851,0.296543
scene_10819,7,False,no,0.100949,0.144206
scene_11325,7,True,no,0.178138,0.241635
scene_13849,8,False,no,0.234231,0.238720
scene_12804,8,False,no,0.161540,0.237875
scene_11154,7,True,no,0.112457,0.171590
scene_10090,7,True,no,0.081754,0.206891
scene_11255,8,True,no,0.059960,0.266741
scene_13705,8,True,yes,0.218993,0.222218
scene_10340,7,False,no,0.118255,0.163430
scene_10728,8,True,no,0.182837,0.219877
scene_13016,8,True,no,0.209028,0.260325
scene_11347,7,True,no,0.087962,0.159439
scene_13749,8,False,no,0.110253,0.255373
scene_13302,8,True,no,0.069844,0.146840
scene_10223,8,False,no,0.221150,0.326161
scene_14331,8,False,no,0.056268,0.144878
scene_12699,8,True,no,0.139618,0.151401
scene_12292,8,False,no,0.155605,0.190453
scene_11995,8,True,yes,0.065094,0.149244
scene_12241,8,False,no,0.071633,0.110180
scene_14706,8,True,no,0.160911,0.245460
scene_11834,8,False,no,0.218202,0.230347
scene_11437,8,True,no,0.089836,0.260631
scene_10737,8,False,yes,0.330493,0.201715
scene_11620,7,True,no,0.090865,0.219219
scene_10075,7,False,no,0.089524,0.105237
scene_11114,8,True,no,0.194413,0.253317
scene_14173,8,False,no,0.047393,0.233192
scene_12092,7,False,no,0.149111,0.135266
scene_12935,7,False,no,0.192005,0.252611
scene_13394,7,False,no,0.318133,0.352751
scene_13150,8,True,no,0.300119,0.253584
scene_12986,8,True,no,0.081426,0.178957
scene_12141,6,False,yes,0.228944,0.169724
scene_10821,5,False,yes,0.098623,0.071360
scene_11193,8,False,no,0.089416,0.267255
scene_12528,7,False,no,0.148468,0.175153
scene_12761,6,False,no,0.048828,0.092599
scene_14411,6,True,no,0.056861,0.104663
scene_12998,8,True,yes,0.153497,0.194976
scene_12316,8,False,no,0.202343,0.297146
scene_14341,8,False,no,0.204048,0.274798
scene_10867,7,False,no,0.073657,0.245971
scene_11465,8,False,no,0.160910,0.250229
scene_12926,8,True,no,0.068360,0.172485
scene_14747,7,False,no,0.153708,0.231474
scene_12917,8,False,no,0.069954,0.247128
scene_10496,7,False,no,0.187838,0.242619
scene_12584,8,False,no,0.082257,0.193533
scene_12063,8,True,no,0.092680,0.183170
scene_13504,8,True,no,0.070238,0.203595
scene_12892,8,False,no,0.068597,0.289868
scene_11379,7,False,yes,0.034041,0.170510
scene_12540,7,False,no,0.151705,0.194463
scene_14889,7,False,no,0.037871,0.270945
scene_14857,7,True,no,0.162662,0.199261
scene_13471,8,False,no,0.121693,0.200143
scene_12831,7,False,no,0.162719,0.226926
scene_14316,7,True,no,0.246111,0.256393
scene_13478,7,False,no,0.128242,0.171522
scene_13221,8,False,yes,0.145341,0.204001
scene_11958,8,True,yes,0.230889,0.343791
scene_12736,6,False,no,0.161858,0.193058
scene_12414,8,False,no,0.275195,0.268229
