scenario,seq_len,ground_truth,answer,lpips,seq_lpips
scene_18_008713,8,True,no,0.071410,0.132241
scene_5_002352,7,False,yes,0.087858,0.110552
scene_15_007002,6,True,yes,0.073319,0.138743
scene_18_008655,7,False,yes,0.066002,0.135141
scene_6_002745,8,True,yes,0.063565,0.118540
scene_11_005424,7,True,yes,0.106838,0.139987
scene_16_007747,8,True,yes,0.058840,0.097335
scene_19_009379,8,True,yes,0.122742,0.139331
scene_5_002362,8,False,yes,0.050790,0.097831
scene_6_002964,7,False,yes,0.062836,0.082788
scene_19_009333,7,True,yes,0.055626,0.108409
scene_1_000428,8,True,yes,0.110839,0.138333
scene_12_005877,7,False,yes,0.089823,0.158862
scene_2_000924,5,True,yes,0.105591,0.090299
scene_14_006635,8,True,yes,0.123300,0.134416
scene_12_005934,8,False,yes,0.080090,0.165794
scene_11_005184,8,True,yes,0.129538,0.117918
scene_3_001189,7,True,yes,0.053126,0.083256
scene_7_003168,8,True,yes,0.071406,0.145001
scene_19_009391,6,True,yes,0.069759,0.135501
scene_14_006930,8,True,yes,0.091965,0.123192
scene_5_002486,6,True,yes,0.149619,0.122092
scene_17_008358,8,False,yes,0.028438,0.130864
scene_5_002198,6,False,yes,0.073275,0.089420
scene_19_009207,6,False,yes,0.164885,0.177548
scene_17_008214,7,False,yes,0.194153,0.151634
scene_19_009196,8,True,yes,0.054400,0.169912
scene_18_008962,7,False,yes,0.138115,0.126832
scene_7_003103,8,True,yes,0.130478,0.137949
scene_4_001761,7,False,yes,0.044447,0.072031
scene_9_004391,6,False,no,0.142658,0.093519
scene_10_004946,8,True,yes,0.156017,0.157317
scene_3_001072,8,False,yes,0.065110,0.083878
scene_3_001445,7,False,no,0.035106,0.095727
scene_2_000940,5,False,yes,0.101885,0.074499
scene_11_005362,6,False,no,0.099349,0.113537
scene_10_004992,8,True,yes,0.133575,0.151759
scene_15_007390,8,True,no,0.091329,0.149667
scene_10_004563,7,False,no,0.084523,0.138612
scene_11_005105,8,True,yes,0.103452,0.093469
scene_19_009099,8,False,no,0.008819,0.194349
scene_3_001422,8,False,yes,0.029075,0.082287
scene_6_002535,7,True,yes,0.053158,0.081337
scene_10_004969,7,True,yes,0.122844,0.152722
scene_14_006828,8,True,yes,0.114445,0.120303
scene_7_003035,8,True,yes,0.131145,0.168916
scene_11_005383,8,True,yes,0.080665,0.090721
scene_14_006557,8,False,yes,0.115571,0.115738
scene_13_006398,8,False,yes,0.064231,0.119774
scene_5_002141,7,True,yes,0.081183,0.089770
scene_18_008997,7,True,yes,0.191017,0.132870
scene_6_002753,6,True,yes,0.054882,0.103024
scene_17_008137,8,False,no,0.158034,0.127002
scene_8_003566,7,True,no,0.052384,0.084966
scene_6_002981,7,False,yes,0.026193,0.100709
scene_12_005636,8,True,yes,0.071224,0.133594
scene_18_008942,8,True,yes,0.092889,0.174475
scene_9_004230,4,False,yes,0.085106,0.056825
scene_19_009045,6,True,yes,0.052260,0.145756
scene_3_001149,6,True,yes,0.063270,0.084617
scene_18_008667,8,False,yes,0.044203,0.190863
scene_3_001055,8,False,yes,0.078785,0.124263
scene_3_001163,8,False,yes,0.068452,0.099540
scene_1_000206,8,False,no,0.217716,0.164912
scene_19_009221,7,True,yes,0.136299,0.160808
scene_15_007116,7,False,yes,0.055340,0.145170
scene_6_002889,7,False,yes,0.073290,0.124741
scene_13_006004,8,True,no,0.091630,0.134768
scene_14_006787,8,True,no,0.102817,0.124548
scene_2_000518,5,True,yes,0.059287,0.083056
scene_9_004342,6,False,yes,0.088268,0.096114
scene_17_008348,8,False,yes,0.055808,0.126443
scene_6_002854,7,True,yes,0.035519,0.139085
scene_7_003069,8,False,no,0.042096,0.158062
scene_5_002063,5,False,yes,0.064964,0.076824
scene_11_005254,5,True,yes,0.033197,0.096663
scene_12_005660,8,False,yes,0.131974,0.121292
scene_11_005132,5,False,yes,0.050216,0.094735
scene_16_007824,8,True,yes,0.105528,0.121908
scene_18_008512,7,True,yes,0.110310,0.147626
scene_8_003963,5,True,yes,0.034473,0.081316
scene_6_002592,7,True,yes,0.044095,0.108551
scene_16_007808,8,False,no,0.115951,0.147509
scene_18_008632,8,False,yes,0.050903,0.134925
scene_11_005065,5,True,yes,0.037660,0.102769
scene_14_006985,8,False,no,0.143486,0.148765
scene_12_005769,6,True,yes,0.136758,0.126923
scene_18_008582,7,True,yes,0.115476,0.193268
scene_5_002355,6,True,yes,0.071578,0.102635
scene_12_005930,7,False,yes,0.079373,0.145366
scene_11_005391,7,True,yes,0.049166,0.098232
scene_5_002105,6,True,yes,0.020526,0.070183
scene_5_002084,5,False,yes,0.049166,0.073697
scene_12_005825,6,False,yes,0.161789,0.116975
scene_3_001160,7,True,no,0.059280,0.094312
scene_11_005482,5,False,yes,0.071527,0.086910
scene_3_001312,8,False,yes,0.057434,0.118655
scene_19_009018,6,True,yes,0.142128,0.129872
scene_18_008630,8,False,no,0.155868,0.132829
scene_6_002997,5,True,yes,0.049602,0.075225
scene_3_001035,7,True,no,0.062432,0.084826
scene_6_002993,5,False,yes,0.078660,0.091343
scene_8_003917,8,True,no,0.037686,0.076570
scene_10_004619,8,False,no,0.122143,0.139673
scene_19_009429,6,False,yes,0.125955,0.119552
scene_2_000506,6,False,yes,0.113957,0.113377
scene_11_005489,5,True,yes,0.043870,0.096071
scene_9_004118,7,True,yes,0.037734,0.054257
scene_14_006911,8,False,yes,0.093218,0.147381
scene_1_000001,6,False,yes,0.079431,0.191503
scene_12_005793,8,False,yes,0.064667,0.165695
scene_12_005865,8,False,yes,0.120766,0.110818
scene_5_002320,6,False,yes,0.094804,0.112398
scene_10_004693,8,False,no,0.167728,0.193617
scene_17_008391,8,False,no,0.038043,0.181421
scene_19_009282,8,False,no,0.095017,0.120429
scene_18_008790,7,True,yes,0.039763,0.138386
scene_16_007945,6,True,yes,0.046487,0.082548
scene_20_009960,8,False,yes,0.079459,0.110129
scene_8_003816,5,False,yes,0.040916,0.076954
scene_15_007352,6,False,no,0.067468,0.127982
scene_4_001626,7,False,yes,0.160345,0.171827
scene_12_005602,8,False,no,0.075460,0.135851
scene_5_002440,7,False,yes,0.060947,0.081034
scene_12_005557,7,False,yes,0.156012,0.129255
scene_18_008532,6,False,yes,0.087072,0.160358
scene_1_000052,8,True,yes,0.052195,0.167822
scene_18_008882,7,True,yes,0.086234,0.186640
scene_5_002278,5,False,yes,0.052695,0.077496
scene_11_005120,6,True,yes,0.041753,0.093651
scene_19_009008,6,True,yes,0.053421,0.175904
scene_20_009922,8,True,yes,0.047293,0.111544
scene_19_009153,6,False,yes,0.041804,0.147161
scene_16_007551,6,False,no,0.111240,0.120013
scene_18_008816,7,True,yes,0.059440,0.146726
scene_19_009039,6,False,yes,0.147464,0.136509
scene_5_002023,5,False,yes,0.066460,0.069571
scene_17_008364,8,True,yes,0.109888,0.153730
scene_1_000291,7,False,no,0.083602,0.179974
scene_12_005998,7,False,yes,0.063572,0.146076
scene_7_003190,7,True,no,0.073273,0.148781
scene_12_005778,7,False,yes,0.158461,0.138062
scene_11_005364,7,True,no,0.067153,0.111756
scene_17_008355,8,True,yes,0.082764,0.144223
scene_10_004764,7,False,yes,0.117987,0.143898
scene_10_004805,7,False,yes,0.041657,0.137610
scene_3_001090,8,False,no,0.089038,0.104314
scene_14_006892,8,False,yes,0.048892,0.136240
scene_19_009161,7,False,yes,0.107150,0.135780
scene_17_008197,8,True,no,0.188907,0.148905
scene_19_009178,6,True,yes,0.032097,0.158640
scene_15_007355,7,False,yes,0.091314,0.110626
scene_5_002246,6,True,yes,0.102259,0.111363
scene_4_001842,8,False,yes,0.181949,0.208028
scene_2_000914,4,False,no,0.060549,0.093903
scene_3_001343,8,False,yes,0.085026,0.105206
scene_12_005509,6,True,yes,0.081199,0.131890
scene_12_005611,6,True,no,0.079937,0.161690
scene_5_002185,7,False,yes,0.057975,0.117176
scene_18_008676,8,False,yes,0.061535,0.150496
scene_18_008980,7,False,yes,0.210062,0.177186
scene_10_004910,7,True,no,0.078416,0.107143
scene_14_006692,8,False,yes,0.118236,0.165433
scene_11_005081,6,True,yes,0.098243,0.076605
scene_14_006698,8,False,yes,0.114658,0.142596
scene_7_003440,8,True,yes,0.069760,0.145568
scene_12_005854,7,False,yes,0.156163,0.131001
scene_19_009294,8,True,yes,0.162633,0.143714
scene_7_003060,8,True,yes,0.071329,0.125215
scene_19_009470,7,False,yes,0.167677,0.139367
scene_7_003445,6,True,no,0.101434,0.134169
scene_5_002212,6,True,yes,0.040957,0.071786
scene_11_005298,4,True,no,0.051152,0.076075
scene_16_007585,8,False,yes,0.039823,0.134747
scene_10_004886,7,False,yes,0.102022,0.122542
scene_12_005542,7,False,yes,0.116264,0.123806
scene_16_007797,8,False,no,0.053360,0.130100
scene_6_002735,7,False,yes,0.112856,0.084146
scene_8_003975,7,False,yes,0.089305,0.078802
scene_18_008617,7,True,yes,0.230270,0.148228
scene_13_006314,8,True,no,0.080952,0.134223
scene_6_002722,6,True,yes,0.027488,0.088170
scene_3_001109,6,False,yes,0.060217,0.121506
scene_7_003471,8,True,yes,0.094685,0.125189
scene_10_004926,8,True,yes,0.132416,0.136713
scene_8_003976,8,True,yes,0.042368,0.073527
scene_19_009360,8,True,yes,0.170266,0.126968
scene_6_002883,5,False,yes,0.076882,0.066197
scene_3_001008,7,False,yes,0.070031,0.123647
scene_9_004122,4,True,yes,0.075587,0.055852
scene_17_008267,8,False,no,0.225369,0.180559
scene_6_002814,6,False,yes,0.125360,0.117605
scene_13_006085,8,True,yes,0.078293,0.128712
scene_17_008313,8,True,yes,0.185515,0.132578
scene_16_007536,7,False,yes,0.106951,0.128382
scene_7_003493,8,True,yes,0.129632,0.142989
scene_10_004744,8,False,no,0.120128,0.136809
scene_11_005334,6,True,yes,0.082677,0.065188
scene_5_002336,6,False,yes,0.060548,0.098855
scene_19_009489,8,True,no,0.200939,0.181962
scene_18_008658,7,True,yes,0.066800,0.191749
scene_12_005830,8,True,yes,0.062554,0.115948
scene_5_002395,6,False,yes,0.065413,0.086868
scene_19_009179,7,False,yes,0.165073,0.162536
scene_15_007004,6,False,yes,0.113021,0.137441
scene_3_001165,8,False,yes,0.059774,0.095018
scene_16_007682,8,True,yes,0.035660,0.085248
scene_17_008220,8,True,yes,0.050299,0.163744
scene_19_009268,6,True,yes,0.196244,0.172424
scene_7_003465,6,False,yes,0.107841,0.129702
scene_16_007991,6,True,yes,0.054828,0.085451
scene_6_002680,8,True,yes,0.118622,0.110114
scene_10_004564,6,True,yes,0.075904,0.147365
scene_10_004671,7,False,no,0.083276,0.152425
scene_5_002332,7,True,yes,0.018457,0.107828
scene_10_004638,8,False,yes,0.082098,0.124007
scene_15_007458,8,True,yes,0.044427,0.166072
scene_11_005271,8,True,yes,0.117027,0.121802
scene_19_009152,8,True,yes,0.116644,0.135002
scene_19_009104,8,False,yes,0.046942,0.115825
scene_3_001470,8,False,no,0.099848,0.133006
scene_19_009320,8,True,yes,0.211084,0.186888
scene_3_001282,7,False,no,0.034051,0.082417
scene_8_003701,8,True,yes,0.058011,0.070786
scene_6_002882,7,False,yes,0.019578,0.070909
scene_16_007860,6,True,yes,0.095597,0.129307
scene_2_000897,7,True,yes,0.163447,0.158898
scene_3_001161,8,True,yes,0.043491,0.096733
scene_18_008510,8,True,yes,0.055636,0.160830
scene_6_002551,7,True,yes,0.049935,0.080023
scene_14_006563,5,False,yes,0.055649,0.119724
scene_10_004617,8,False,yes,0.066045,0.143085
scene_15_007158,7,False,yes,0.128058,0.164189
scene_15_007384,8,True,yes,0.079283,0.150936
scene_8_003735,8,False,yes,0.035029,0.123080
scene_12_005996,7,True,yes,0.157190,0.124901
scene_3_001228,8,True,yes,0.074506,0.142217
scene_10_004723,8,False,yes,0.154725,0.200043
scene_5_002083,5,False,yes,0.050749,0.051771
scene_12_005846,7,False,yes,0.068079,0.120234
scene_11_005300,5,False,no,0.059404,0.078303
scene_18_008666,7,False,yes,0.266732,0.221564
scene_2_000882,8,True,yes,0.022255,0.096862
scene_7_003444,7,False,yes,0.067964,0.121738
scene_14_006981,7,True,no,0.123906,0.132576
scene_9_004457,6,True,yes,0.089147,0.063442
scene_10_004593,8,True,yes,0.100536,0.123026
scene_3_001444,7,False,yes,0.054362,0.079652
scene_10_004755,7,True,yes,0.071326,0.177203
scene_3_001373,7,False,yes,0.115787,0.139969
scene_19_009437,7,True,yes,0.046613,0.101342
scene_9_004307,5,False,no,0.058981,0.092864
scene_18_008897,7,True,yes,0.061149,0.163894
scene_6_002757,7,False,yes,0.083392,0.090515
scene_5_002267,6,True,yes,0.038536,0.067106
scene_19_009191,7,False,no,0.031800,0.147049
scene_9_004394,6,False,yes,0.082750,0.113790
scene_19_009375,7,False,yes,0.060745,0.153065
scene_17_008449,8,True,yes,0.039985,0.179023
scene_5_002311,5,True,yes,0.062498,0.091399
scene_18_008878,6,False,yes,0.070843,0.167157
scene_1_000157,8,False,yes,0.156231,0.173441
scene_8_003557,7,False,yes,0.067545,0.086699
scene_14_006792,8,False,no,0.089947,0.110560
scene_11_005237,5,True,yes,0.082137,0.119804
scene_6_002819,8,True,yes,0.057724,0.096517
scene_11_005058,5,True,yes,0.079588,0.101106
scene_19_009381,6,True,yes,0.146137,0.152186
scene_18_008500,8,True,yes,0.120428,0.170685
scene_16_007724,8,True,yes,0.059664,0.072121
scene_18_008601,6,False,yes,0.162079,0.179820
scene_6_002573,6,False,yes,0.066051,0.079050
scene_13_006146,8,False,yes,0.139203,0.135564
scene_2_000605,5,False,yes,0.047174,0.114432
scene_14_006946,8,False,yes,0.124042,0.164799
scene_12_005596,6,False,yes,0.084229,0.152232
scene_6_002949,6,True,yes,0.023615,0.086498
scene_6_002811,7,True,yes,0.063006,0.105102
scene_3_001416,7,False,yes,0.073814,0.088478
scene_2_000692,8,True,yes,0.123956,0.133938
scene_2_000712,7,True,yes,0.151798,0.143142
scene_11_005063,6,False,yes,0.072961,0.086363
scene_14_006812,6,False,yes,0.103344,0.108590
scene_3_001322,7,True,yes,0.118145,0.139612
scene_12_005907,8,False,yes,0.139810,0.140583
scene_18_008714,7,False,yes,0.066273,0.135209
scene_17_008126,8,True,no,0.059242,0.161760
scene_3_001486,8,True,yes,0.110643,0.109179
scene_18_008695,7,True,yes,0.068347,0.151346
scene_5_002189,7,True,yes,0.126341,0.111901
scene_6_002840,6,True,yes,0.087289,0.094492
scene_7_003041,8,False,yes,0.122629,0.113605
scene_8_003536,6,False,yes,0.036501,0.058941
scene_18_008715,7,True,yes,0.142826,0.128174
scene_2_000587,4,True,yes,0.062132,0.092269
scene_4_001894,8,True,yes,0.144501,0.164463
scene_15_007482,7,True,yes,0.133273,0.109460
